Order_all,Family_all,Genus_all,Species_all,subspecies,species_geonet,sex_or_flower_type,breeding_system,autonomous_selfing_level (none/low/medium/high),compatibility,compatibility_genus,info_level,asexual_reproduction,asexual_reproduction_type,agamospermy/apomixis (yes/no/some_populations),parasitic (yes/no),flower_colour ,flower_morphology,flower_pollinator_morphology,flower_symmetry,corolla_diameter_mean_mm,corolla_diameter_min_mm,corolla_diameter_max_mm,corolla_length_mean_mm,corolla_length_min_mm,corolla_length_max_mm,tube_length_mm,life_form,lifespan,plant_height_min_m,plant_height_max_m,plant_height_mean_m,references,reference_journal,doi,doi,doi,doi,doi,type_of_proxy_seed _or_fruit,open_pollination_percentage,open_pollination_n,hand_poll_outcrossing_percentage,hand_poll_outcrossing_percentage_n,hand_poll_self_percentage,hand_poll_self_n,spontaneus_selfing_percentage,spontaneus_selfing_n,geitonogamy_percentage,geitonogamy_n,apomixis_percentage,apomixis_n,intramorph_percentage,intramorph_n,stamen_length_mm,stamen_length_min_mm,stamen_length_max_mm,style_length_mm,style_length_min_mm,style_length_max_mm,ovary_length_mm,ovary_min_mm,ovary_max_mm,stigma_length_mm,stigma_min_mm,stigma_max_mm,pistil_length_mm,pistil_min_mm,pistil_max_mm,inflorescence_form,inflorescence_arrangement,inflorescence_length_mm,inflorescence_width_mm,inflorescence_comment,pollen_anther_mean,pollen_anther_sd,pollen_anther_n,pollen_flower_mean,pollen_flower_min,pollen_flower_max,pollen_flower_sd,pollen_flower_n,pollen_ovule_ratio,pollen_ovule_ratio_sd,ovules_mean,ovules_sd,ovules_n,stamen_mean,anthers_exerted_yes_or_no,anthers_exerted_mm,pistil_mean,stigma_mean,stigma_exerted_yes_or_no,stigma_exerted_mm,flowers_inflorescences_min,flowers_inflorescences_max,flowers_inflorescences_mean,inflorescences_plant_min,inflorescences_plant_max,inflorescences_plant_mean,flower_plant_min,flower_plant_max,flower_plant_mean,flower_lifespan_days,flowering_time_days,nectar_yes_or_no,nectar_ul_day_mean,nectar_ul_day_sd,nectar_ul_day_n,total_nectar_ul_mean,total_nectar_ul_sd,total_nectar_ul_n,sugar_nectar_mg_mean,sugar_nectar_mg_sd,sugar_nectar_mg_n,sugar_concentration_mean,sugar_concentration_sd,sugar_concentration_n,fruit_type,fruit_colour,fruit_length_mm,fruit_width_mm,pollen_polar_length_um_mean,pollen_polar_length_um_min,pollen_polar_length_um_max,pollen_equatorial_length_mean_um ,pollen_equatorial_length_min_um,pollen_equatorial_length_max_um,pollen_polar_equatorial,mean_pollen_tube_growth_um_min,chromosome number,ploidy,location,country,references,reference_journal,doi,doi,doi,doi,doi,
Saxifragales,Schoepfiaceae,Quinchamalium,Quinchamaliumÿchilense,,Quinchamalium chilensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fagales,Fagaceae,Fagaceae,Quercus dentata,,Quercus dentata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Cactaceae,Pyrrhocactus,Pyrrhocactus pachacoensis,NA,Pyrrhocactus pachacoensis,bisexual,hermaphrodite,NA,NA,NA,flower,NA,NA,NA,,yellow,campanulate,campanulate,actinomorphic,350,NA,NA,350,NA,NA,NA,cactus,perennial,NA,0.2,0.1,NA,online: llifle,NA,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,online: llifle,NA,,,,,
Gentianales,Rubiaceae,Pyrostria,Pyrostriaÿfasciculata,,Pyrostria fasciculata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gentianales,Rubiaceae,Pyrostria,Pyrostriaÿbibracteata,,Canthium bibracteatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Ericaceae,Pyrola,Pyrola incarnata,,Pyrola incarnata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Ericaceae,Pyrola,Pyrola grandiflora,NA,Pyrola grandiflora,bisexual,hermaphrodite,NA,self_compatible,NA,flower,yes,rizhomes,NA,,white,bowl,bowl,actinomorphic,11,NA,NA,2,NA,NA,NA,herb,perennial,0.05,0.25,0.15,"NA; beatty, philipp & provan 2010",online: efloras.org; journal: diversity and distributions,NA,10.1111/j.1472-4642.2009.00616.x,,,,,,,,,,,,,,,,,,,5.75,4,7.5,6.25,4.5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Ericaceae,Pyrola,Pyrola alpina,,Pyrola alpina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosales,Rosaceae,Pyracantha,Pyracantha crenulata,,Pyracantha crenulata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosales,Rosaceae,Pyracantha,Pyracantha angustifolia,,Pyracantha angustifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Lamiaceae,Pycnanthemum,Pycnanthemum virginianum,NA,Pycnanthemum virginianum,bisexual,hermaphrodite,none,aborted_anthers,NA,NA,yes,apomixis,yes,,white with purple dots,tube,tube,zygomorphic,4,NA,NA,6,NA,NA,2,herb,perennial,0.4,1.2,0.8,NA; NA,online: https://gobotany.newenglandwild.org; online: http://wisflora.herbarium.wisc.edu,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Lamiaceae,Pycnanthemum,Pycnanthemum verticillatum,pilosum,Pycnanthemum pilosum,bisexual,hermaphrodite,NA,self-compatible,NA,flower,yes,rhizomes,yes,,white to lavender,tube,tube,zygomorphic,4.2,NA,NA,6.5,5,8,3.1,herb,perennial,0.3,0.9,0.6,"Chambers, 1961; Plants for a Future",Brittonia; Plants for a Future,https://doi.org/10.2307/2805290ÿ,https://pfaf.org/user/Plant.aspx?LatinName=Pycnanthemum+pilosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Lamiaceae,Pycnanthemum,Pycnanthemum flexuosum,NA,Pycnanthemum flexuosum,bisexual,hermaphrodite,NA,NA,NA,flower,NA,NA,NA,,white,tube,tube,zygomorphic,2,NA,NA,5,NA,NA,5,herb,perennial,0.4,1.1,0.75,sorrie 2011; NA,"book: a field guide to wildflowers of the sandhills region: north carolina, south carolina, georgia",ISBN: 0807834661,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myrtales,Melastomataceae,Pterolepis,Pterolepis glomerata,,Pterolepis glomerata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipsacales,Caprifoliaceae,Pterocephalus,Pterocephalus papposus,,Pterocephalus papposus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipsacales,Caprifoliaceae,Pterocephalus,Pterocephalus lasiospermus,,Pterocephalus lasiospermus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipsacales,Caprifoliaceae,Pterocephalus,Pterocephalus hookeri,,Pterocephalus hookeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapindales,Rutaceae,Ptelea,Ptelea trifoliata,NA,Ptelea trifoliata,separated,monoecious,none,monoecious,NA,flower,NA,NA,NA,,greenish white,disk,disk,actinomorphic,11,NA,NA,2.5,NA,NA,NA,shrub,perennial,4.5,6,5.25,NA; coder 2008,"online: https://landscapeplants.oregonstate.edu; journal: warnell school, university of georgia",NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gentianales,Rubiaceae,Psychotria,Psychotria terniflora,,Psathura terniflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gentianales,Rubiaceae,Psychotria,Psychotriaÿtenerior,,Psychotria tenerior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gentianales,Rubiaceae,Psychotria,Psychotria serpens,NA,Psychotria sepens,bisexual,distylous,none,self_incompatible,NA,long_styled,NA,NA,no,,white,tube,tube,actinomorphic,4,NA,NA,2.2,NA,NA,2.2,vine,perennial,NA,6,3,"sugawara et al., 2016",journal: acta phytotaxonomica et geobotanica,NA,,,,,NA,46.5,764,78.9,19,0,6,,,,,0,6,0,15,2.5,2.26,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,3.69,4.88,cyme,terminal,32.5,15,NA,,,,,,,,,,,,,,,no,0,,,yes,2,,,,,,,,,,,,,2.1,0.74,NA,2.1,0.74,NA,,,,,,,berry,white,5.5,5.5,,,,,,,,,,,,,"sugawara et al., 2016",acta phytotaxonomica et geobotanica,NA,,,,,
Gentianales,Rubiaceae,Psychotria,Psychotria serpens,NA,Psychotria sepens,bisexual,distylous,none,self_incompatible,NA,short_styled,NA,NA,no,,white,tube,tube,actinomorphic,4,NA,NA,2.4,NA,NA,2.4,vine,perennial,NA,6,3,"sugawara et al., 2016",journal:acta phytotaxonomica et geobotanica,NA,,,,,NA,41.5,798,85,20,0,18,,,,,0,18,6.3,16,4.5,4.12,4.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,1.98,2.44,cyme,terminal,32.5,15,NA,,,,,,,,,,,,,,,yes,2,,,no,0,,,,,,,,,,,,,2.1,0.74,NA,2.1,0.74,NA,,,,,,,berry,white,5.5,5.5,,,,,,,,,,,,,"sugawara et al., 2016",acta phytotaxonomica et geobotanica,NA,,,,,
Gentianales,Rubiaceae,Psychotria,Psychotria rufipes,,Psychotria rufipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gentianales,Rubiaceae,Psychotria,Psychotria pervillei,,Psychotria pervillei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gentianales,Rubiaceae,Psychotria ,Psychotria homalosperma,NA,Psychotria homalosperma,bisexual,distylous,none,self_incompatible,NA,long_styled,NA,NA,no,,white,tube,tube,actinomorphic,9.86,NA,NA,17.86,NA,NA,17.86,shrub,perennial,1.5,6,3.75,"watanabe, kato & sugarawa 2014",journal: flora,https://doi.org/10.1016/j.flora.2014.09.006,,,,,fruit,NA,NA,82.6,19,0,26,0,NA,NA,NA,0,35,0,19,17.4,15.08,22.08,23.07,18.67,27.62,4.1,3,5.14,3.69,2.44,5.38,30.86,NA,NA,cyme,terminal,50,20,NA,NA,NA,NA,NA,,,NA,NA,NA,,2,NA,NA,5,no,0,1,2,yes,13,5,60,33,NA,NA,NA,NA,NA,NA,2,75,yes,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.3,57.5,61.1,59.3,57.5,61.1,1,NA,NA,NA,NA,NA,"watanabe, kato & sugarawa 2014",flora,https://doi.org/10.1016/j.flora.2014.09.006,,,,,
Gentianales,Rubiaceae,Psychotria ,Psychotria homalosperma,NA,Psychotria homalosperma,bisexual,distylous,none,self_incompatible,NA,short_styled,NA,NA,no,,white,tube,tube,actinomorphic,16.53,NA,NA,21.14,NA,NA,21.14,shrub,perennial,1.5,6,3.75,"watanabe, kato & sugarawa 2014",journal: flora,https://doi.org/10.1016/j.flora.2014.09.006,,,,,fruit,NA,NA,84.8,28,0,32,0,NA,NA,NA,0,72,5.9,34,22.04,16.98,26.02,12.24,9.57,14.45,3.38,1.19,4.68,3.89,2.96,4.5,19.51,NA,NA,cyme,terminal,50,20,NA,NA,NA,NA,NA,,,NA,NA,NA,,2,NA,NA,5,yes,1,1,2,no,0,5,60,33,NA,NA,NA,NA,NA,NA,2,75,yes,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.5,67.24,69.76,68.5,67.24,69.76,1,NA,NA,NA,NA,NA,"watanabe, kato & sugarawa 2014",flora,https://doi.org/10.1016/j.flora.2014.09.006,,,,,
Gentianales,Rubiaceae,Psychotria,Psychotria carthagenensis,,Psychotria carthagenensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Psoralea,Psoraleaÿonobrychis,NA,Psoralea onobrychis,bisexual,hermaphrodite,NA,NA,NA,flower,NA,NA,NA,,violet_to_purple,papilionaceous,papilionaceous,zygomorphic,3,NA,NA,3,NA,NA,NA,herb,perennial,NA,1,0.5,NA; turner 2008,online: https://www.illinoiswildflowers.info; journal: lundellia,NA,https://doi.org/10.25224/1097-993X-1.11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santalales,Loranthaceae,Psittacanthus,Psittacanthus cordatus,,Psittacanthus Cordatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myrtales,Myrtaceae,Psidium,Psidiumÿmontanum,,Psidium montanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myrtales,Myrtaceae,Psidium,Psidium guajava,,Psidium guajava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myrtales,Myrtaceae,Psidium,Psidium cattleyanum,,Psidium cattleianum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Psiadia,Psiadia terebinthina,NA,Psiadia terebinthina,bisexual,hermaphrodite,NA,NA,NA,capitulum,NA,NA,NA,,white,tube,tube,actinomorphic,2,NA,NA,3,NA,NA,NA,shrub,perennial,NA,2,1,scott 1991,journal: kew bulletin volume 46 issue 2,https://doi.org/10.2307/4110609ÿ,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,capitulum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flowers_per_capitulum,flowers_per_capitulum,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mauritius,republic of mauritius,scott 1991,kew bulletin volume 46 issue 2,https://doi.org/10.2307/4110609ÿ,,,,,
Caryophyllales,Caryophyllaceae,Pseudostellaria,Pseudostellaria heterantha,,Pseudostellaria heterantha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Pseudognaphalium,Pseudognaphalium affine,,Gnaphalium affine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apiales,Apiaceae,Pseudocymopterus,Pseudocymopterus montanus,,pseudocymopterus montanus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosales,Rosaceae,Prunus,Prunusÿvirginiana,demissa,Prunus demissa,REPEATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosales,Rosaceae,Prunus,Prunus virginiana,,Prunus virginiana,REPEATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosales,Rosaceae,Prunus,Prunus tomentosa,,Prunus tomentosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosales,Rosaceae,Prunus,Prunus serotina,NA,Prunus serotina,bisexual,hermaphrodite,none,self_incompatible,NA,flower,yes,suckering and sprouting,no,,white,disk,disk,actinomorphic,8,NA,NA,1.7,NA,NA,NA,tree,perennial,25,33,29,forbes 1969; NA; NA,"thesis: self- and cross-incompatibility in black cherry (prunus serotina), university of florida; online: https://www.wildflower.org ; online: https://www.friendsofthewildflowergarden.org",NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosales,Rosaceae,Prunus,Prunus salicina,,Prunus salicina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosales,Rosaceae,Prunus,Prunusÿpensylvanica,,Prunus pennsylvanica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosales,Rosaceae,Prunus,Prunus padus,NA,Prunus padus,bisexual,hermaphrodite,NA,NA,self_incompatible,flower,NA,NA,NA,,white,bowl,bowl,actinomorphic,11.5,8,15,5,3.5,6.5,NA,tree,perennial,2,25,13.5,Guerro and Rodrigo 2015,Scientia Horticulturae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosales,Rosaceae,Prunus,Prunus nipponica,,Prunus nipponica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosales,Rosaceae,Prunus,Prunus maximowiczii,,Prunus maximowiczii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosales,Rosaceae,Prunus,Prunus jamasakura,NA,Prunus jamasakura,bisexual,hermaphrodite,none,self_incompatible,NA,flower,no,NA,no,,white pinkish,bowl,bowl,actinomorphic,35,NA,NA,10,NA,NA,NA,tree,perennial,6,25,15.5,watanabe & yoshikawa 1967; NA,journal: the botanical magazine tokyio; online: efloras.org,10.15281/jplantres1887.80.257,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosales,Rosaceae,Prunus,Prunus incisa,,Prunus incisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosales,Rosaceae,Prunus,Prunus grayana,,Prunus Grayana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosales,Rosaceae,Prunus,Prunus americana,NA,Prunus americana,bisexual,hermaphrodite,NA,NA,NA,flower,NA,NA,NA,,white,disk,disk,actinomorphic,22.5,20,25,,NA,NA,NA,shrub,perennial,3,8,5.5,NA; NA,online: http://www.usask.ca; online: https://www.minnesotawildflowers.info,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Lamiaceae,Prunella,Prunella vulgaris,NA,Prunella vulgaris,bisexual,protandrous,NA,self-compatible,NA,flower,yes,rhizomes,NA,,purple,tube,tube,zygomorphic,5,3.5,5.5,12.5,10,15,6,herb,perennial,0.1,0.5,0.3,Qu and Widrlechner 2011; Egawa et al 2015; Plantnet NSW,HortScience; American Journal of Plant Sciences,https://doi.org/10.21273/hortsci.46.5.688ÿ,https://doi.org/10.4236/ajps.2015.613209ÿ,http://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Prunella~vulgaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Proustia,Proustia cuneifolia,NA,Proustia cuneifolia,bisexual,hermaphrodite,NA,NA,NA,flower,NA,NA,NA,,white,tube,tube,actinomorphic,5,capitulum,capitulum,9,capitulum,capitulum,NA,shrub,perennial,NA,2,1,"sancho et al., 2013",journal: plant systematics and evolution,https://doi.org/10.1007/s00606-014-1052-6ÿ,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,NA,1,1,yes,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8,NA,NA,30.8,NA,NA,1.03,,,,,,"sancho et al., 2013",plant systematics and evolution,https://doi.org/10.1007/s00606-014-1052-6ÿ,,,,,
Sapindales,Burseraceae,Protium,Protium ovatum,,Protium ovatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Lamiaceae,Prostanthera,Prostanthera cuneata,,Prostanthera cuneata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
