Species_geonet,Unique_id,Locality,Latitude,Longitude,Order_all,Family_all,Genus_all,Species_all,Subspecies,Sex_or_flower_type,Breeding_system,Autonomous_selfing_level,Autonomous_selfing_level_data_type,Autonomous_selfing_level_fruit_set,Autonomous_selfing_level_seed_set,autonomous_selfing_sample_size,Compatibility,Self_compatible_author,Self_compatible_reference,Self_compatible_doi,Compatibility_genus,Info_level,Asexual_reproduction,Asexual_reproduction_type,Agamospermy/apomixis (yes/no/some_populations),Flower_colour,Flower_morphology,Flower_symmetry,Corolla_diameter_mean,Corolla_diameter_min,Corolla_diameter_max,Corolla_length_mean,Corolla_length_min,Corolla_length_max,Tube_length,style_length_mm,style_length_min_mm,style_length_max_mm,style_length_max_sd,style_length_max_N,ovules_mean,ovules_min,ovules max,ovules_sd,ovules_n,life_form,lifespan,plant_height_min_m,plant_height_max_m,plant_height_mean_m,References,Reference_info,DOI,doi__1,doi__2,doi__3,doi__4,type_of_proxy_seed _or_fruit,open_pollination_percentage,open_pollination_n,hand_poll_outcrossing_percentage,hand_poll_outcrossing_percentage_n,hand_poll_self_percentage,hand_poll_self_n,spontaneus_selfing_percentage,spontaneus_selfing_n,geitonogamy_percentage,geitonogamy_n,apomixis_percentage,apomixis_n,intramorph_percentage,intramorph_n,stamen_length_mm,stamen_length_min_mm,stamen_length_max_mm,style_length_mm,style_length_min_mm,style_length_max_mm,style_length_max_sd,style_length_max_N,ovary_length_mm,ovary_min_mm,ovary_max_mm,stigma_length_mm,stigma_min_mm,stigma_max_mm,pistil_length_mm,pistil_min_mm,pistil_max_mm,inflorescence_form,inflorescence_arrangement,inflorescence_length_mm,inflorescence_width_mean_mm,inflorescence_width_min_mm,inflorescence_width_max_mm,inflorescence_comment,pollen_anther_mean,pollen_anther_min,pollen_anther_max,pollen_anther_sd,pollen_anther_n,pollen_flower_mean,pollen_flower_min,pollen_flower_max,pollen_flower_sd,pollen_flower_n,pollen_ovule_ratio,pollen_ovule_ratio_sd,ovules_mean,ovules_min,ovules max,ovules_sd,ovules_n,stamen_mean,stamen_min,stamen_max,anthers_exerted_yes_or_no,anthers_exerted_mm,pistil_mean,stigma_mean,stigma_exerted_yes_or_no,stigma_exerted_mm,flowers_inflorescences_min,flowers_inflorescences_max,flowers_inflorescences_mean,inflorescences_plant_min,inflorescences_plant_max,inflorescences_plant_mean,flower_plant_min,flower_plant_max,flower_plant_mean,flower_lifespan_days,flowering_time_days,nectar_yes_or_no,nectar_ul_day_mean,nectar_ul_day_sd,nectar_ul_day_n,total_nectar_ul_mean,total_nectar_ul_sd,total_nectar_ul_n,sugar_nectar_mg_mean,sugar_nectar_mg_sd,sugar_nectar_mg_n,sugar_concentration_mean,sugar_concentration_sd,sugar_concentration_n,fruit_type,fruit_colour,fruit_length_mm,fruit_width_mm,pollen_polar_length_um_mean,pollen_polar_length_um_min,pollen_polar_length_um_max,pollen_equatorial_length_mean_um,pollen_equatorial_length_min_um,pollen_equatorial_length_max_um,pollen_polar_equatorial,mean_pollen_tube_growth_um_min,chromosome number,ploidy,location,country,references__1,reference_journal__1,doi__5,doi__6,doi__7,doi__8,doi__9
Gentiana atuntsiensis,fang_huang_2010.csv,China,27.90139,99.63806,Gentianales,Gentianaceae,Gentiana,Gentiana atuntsiensis,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,blue,campanulate,actinomorphic,14.5,NA,NA,29,23,35,NA,4.5,4,5,NA,NA,NA,NA,NA,NA,NA,herb,perennial,0.05,0.25,0.15,NA,online: http://www.efloras.org/,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemistepta lyrata,fang_huang_2010.csv,China,27.90139,99.63806,Asterales,Asteraceae,Hemisteptia,Hemisteptia lyrata,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,capitulum,NA,NA,NA,pink,capitulum,actinomorphic,29.5,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,annual,NA,0.6,0.3,NA,online: http://plantnet.rbgsyd.nsw.gov.au/,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ligularia tsangchanensis,fang_huang_2010.csv,China,27.90139,99.63806,Asterales,Asteraceae,Ligularia,Ligularia tsangchanensis,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,capitulum,NA,NA,NA,yellow,capitulum,actinomorphic,34,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,0.15,1.2,0.675,NA,online: http://www.efloras.org/,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,panicle,terminal,100,75,,,NA,NA,,,NA,NA,NA,,,NA,NA,NA,,4,,,NA,NA,2,,,yes,4,1,1,yes,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drupe,purple,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,online: wiki.bugwood.org,NA,,,,
Pimpinella diveraifolia,fang_huang_2010.csv,China,27.90139,99.63806,Apiales,Apiaceae,Pimpinella,Pimpinella diversifolia,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,white,disk,actinomorphic,2.75,2.5,3,1,nA,nA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,herb,perennial,0.3,2,1.15,NA,online: http://www.efloras.org/; journal: ournal of plant ecology,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,,NA,NA,3270,,,NA,NA,NA,,NA,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
Rosa soulieana,fang_huang_2010.csv,China,27.90139,99.63806,Rosales,Rosaceae,Rosa,Rosa soulieana,NA,bisexual,hermaphrodite,none,quantitative,0,0,NA,NA,macphail & kevan 2009,journal: floriculture and ornamental biotechnology,10.1007/s00606-015-1195-0,NA,flower,NA,NA,no,white,disk,actinomorphic,40,30,50,10,NA,NA,NA,NA,NA,NA,NA,NA,23.6,NA,NA,NA,NA,shrub,perennial,2,4,3,"NA; xiang yu et al., 2014",online: http://www.efloras.org/; journal: acta horticulturae sinica,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiraea myrtilloides,fang_huang_2010.csv,China,27.90139,99.63806,Rosales,Rosaceae,Spiraea,Spiraea myrtilloides,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,white,bowl,actinomorphic,5.5,5,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,2,3,2.5,NA; united states agricultural research service,online: http://www.efloras.org/; book: plant inventory plant material introduced,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thlaspi arvense,fang_huang_2010.csv,China,27.90139,99.63806,Brassicales,Brassicaceae,Thlaspi,Thlaspi arvense,NA,bisexual,hermaphrodite,NA,quantitative,40,0.47,NA,partially self_incompatible,groeneveld & klein 2013,journal: global change iology bioenergy,https://doi.org/10.1111/gcbb.12122,NA,flower,no,NA,no,white,bowl,actinomorphic,5,NA,NA,NA,NA,NA,NA,0.2,0.1,0.3,NA,NA,12,6,16,NA,NA,herb,annual,0.2,0.4,0.3,NA; NA,online: http://www.luontoportti.com/; online: http://www.efloras.org/,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer carpinifolium,Inoue_1990.csv,"Kibune, Kyoto, Japan",35.166667,135.866667,Sapindales,Sapindaceae,Acer,Acer carpinifolium,NA,separated,dioecious,none,NA,NA,NA,NA,dioecious,NA,NA,NA,NA,flower,no,NA,NA,green,disk,actinomorphic,10,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tree,perennial,5,8,6.5,"renner et al., 2007",journal: evolution,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achyranthes bidentata,Inoue_1990.csv,"Kibune, Kyoto, Japan",35.166667,135.866667,Caryophyllales,Amaranthaceae,Achyranthes,Achyranthes bidentata,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,white,tube,actinomorphic,1.5,NA,NA,5,NA,NA,5,1.5,1,2,NA,NA,1,NA,NA,NA,NA,herb,perennial,0.7,1.2,0.95,NA,online: efloras.org,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinidia arguta,Inoue_1990.csv,"Kibune, Kyoto, Japan",35.166667,135.866667,Ericales,Actinidiaceae,Actinidia,Actinidia arguta,NA,separated,dioecious,none,NA,NA,NA,NA,dioecious,NA,NA,NA,NA,flower,NA,NA,NA,green,bowl,actinomorphic,16,12,20,5,NA,NA,NA,6.5,6,7,NA,NA,NA,NA,NA,NA,NA,vine,perennial,NA,NA,NA,NA; skrypchenko & latocha 2017,online:https://gobotany.newenglandwild.org; journal: polish journal of natural sciences,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akebia quinata,Inoue_1990.csv,"Kibune, Kyoto, Japan",35.166667,135.866667,Ranunculales,Lardizabalaceae,Akebia,Akebia quinata,NA,separated,monoecious,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,male_flower,yes,stolons,NA,purple,bowl,actinomorphic,15,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vine,perennial,NA,12,6,kawagoe & suzuki 2005; NA; NA,journal: functional ecology; online: http://www.plantsystematics.org (picture): online: http://www.iucngisd.org,https://doi.org/10.1111/j.0269-8463.2005.00950.x,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akebia quinata,Inoue_1990.csv,"Kibune, Kyoto, Japan",35.166667,135.866667,Ranunculales,Lardizabalaceae,Akebia,Akebia quinata,NA,separated,monoecious,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,female_flower,yes,stolons,NA,purple,bowl,actinomorphic,27.5,25,30,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vine,perennial,NA,12,6,kawagoe & suzuki 2005; NA; NA,journal: functional ecology; online: http://www.plantsystematics.org (picture); online: http://www.iucngisd.org,https://doi.org/10.1111/j.0269-8463.2005.00950.x,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alangium platanifolium,Inoue_1990.csv,"Kibune, Kyoto, Japan",35.166667,135.866667,Cornales,Cornaceae,Alangium,Alangium platanifolium,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,white,tube,actinomorphic,15,NA,NA,10.5,NA,NA,NA,12,NA,NA,NA,NA,1,NA,NA,NA,NA,shrub,perennial,NA,6,3,NA; NA,book: flora of china ; online: http://www.dendrology.org,NA,NA,,,,,,,,,,,,,,,,,,,31,27,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albizzia julibrissin,Inoue_1990.csv,"Kibune, Kyoto, Japan",35.166667,135.866667,Fabales,Fabaceae,Albizzia,Albizia julibrissin,NA,bisexual,hermaphrodite,low,qualitative,NA,NA,NA,self_incompatible,godt & hamrick 1997,journal: forest genetics,NA,NA,flower_head,no,NA,no,pink and white,tube,actinomorphic,45,40,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tree,perennial,3,15,9,NA; NA,online: https://www.fs.fed.us; online: http://w3.biosci.utexas.edu/prc/K12/pages/Albizia%20julibrissin.html,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albizzia julibrissin,Inoue_1990.csv,"Kibune, Kyoto, Japan",35.166667,135.866667,Fabales,Fabaceae,Albizzia,Albizia julibrissin,NA,bisexual,hermaphrodite,low,qualitative,NA,NA,NA,self_incompatible,godt & hamrick 1997,journal: forest genetics,NA,NA,flower,no,NA,no,green,tube,actinomorphic,2,NA,NA,13,11,15,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tree,perennial,3,15,9,NA; NA,online: https://www.fs.fed.us; online: http://w3.biosci.utexas.edu/prc/K12/pages/Albizia%20julibrissin.html,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ampelopsis brevipedunculata,Inoue_1990.csv,"Kibune, Kyoto, Japan",35.166667,135.866667,Vitales,Vitaceae,Ampelopsis,Ampelopsis glandulosa,brevipedunculata,bisexual,protandrous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,green,bowl,actinomorphic,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,liana,perennial,3,8,5,"NA, idzogtic 2018","online: efloras.org; book: dendrology, ones, flowers, fruits & seeds",NA,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cyme,,20,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,online: efloras.org,NA,,,,
Amphicarpaea bracteata,Inoue_1990.csv,"Kibune, Kyoto, Japan",35.166667,135.866667,Fabales,Fabaceae,Amphicarpaea,Amphicarpaea bracteata,NA,bisexual,cleistogamous & chasmogamous,NA,NA,NA,NA,NA,self_compatible,schnee & waller 1986,journal: american journal of botany,1986,NA,flower,NA,NA,NA,pink,papilionaceous,zygomorphic,6,NA,NA,15,12,18,NA,6.5,6,7,NA,NA,4,3,5,NA,NA,herb,annual,NA,1.5,0.75,schnee & waller 1986; NA,journal: american journal of botany; journal: the southwestern naturalist,https://doi.org/10.2307/2444081,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angelica polymorpha,Inoue_1990.csv,"Kibune, Kyoto, Japan",35.166667,135.866667,Apiales,Apiaceae,Angelica,Angelica polymorpha,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,white,bowl,actinomorphic,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,0.4,1,0.7,NA,online: efloras.org,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angelica pubescens,Inoue_1990.csv,"Kibune, Kyoto, Japan",35.166667,135.866667,Apiales,Apiaceae,Angelica,Angelica pubescens,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,yes,rizhomes,NA,white,bowl,actinomorphic,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,6,1,11,NA,NA,herb,perennial,1,2,1.5,NA; NA,online: http://temperate.theferns.info; online: https://www.intechopen.com/,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aralia cordata,Inoue_1990.csv,"Kibune, Kyoto, Japan",35.166667,135.866667,Apiales,Araliaceae,Aralia,Aralia cordata,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,white,disk,actinomorphic,2,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,NA,1.8,0.9,NA,online: unites states national herbarium,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aralta elata,Inoue_1990.csv,"Kibune, Kyoto, Japan",35.166667,135.866667,Apiales,Araliaceae,Aralia,Aralia elata,NA,separated & bisexual,andromonoecious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,yes,root suckers,NA,greenish white,disk,actinomorphic,1.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tree,perennial,2,8,5,"NA; moore, glenn & ma 2009",online: efloras.org,NA,https://doi.org/10.3119/08-2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aster ageratoides,Inoue_1990.csv,"Kibune, Kyoto, Japan",35.166667,135.866667,Asterales,Asteraceae,Aster,Aster ageratoides,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,capitulum,yes,rizhomes,NA,lilac and yellow,tube,actinomorphic,17.5,15,20,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,0.4,1.1,0.75,NA; li 2005,online: efloras.org; journal: botanical bulletin,NA,10.7016/BBAS.200510.0355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aster ageratoides amplexifolius,Inoue_1990.csv,"Kibune, Kyoto, Japan",35.166667,135.866667,Asterales,Asteraceae,Aster,Aster satsumensis,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,capitulum,yes,rizhomes,NA,white,tube,actinomorphic,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,NA,1,0.5,"kato, matsumoto & kato 1993; li et al., 2011; li 2005","journal: contribuions from the biological laboratory, kyoto; journal: botanical journal of the linnean society; journal: botanical bulletin academia sinica taipei",NA,https://doi.org/10.1111/j.1095-8339.2011.01114.x,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aster ageratoides ovatus,Inoue_1990.csv,"Kibune, Kyoto, Japan",35.166667,135.866667,Asterales,Asteraceae,Aster,Aster ageratoides,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,capitulum,yes,rizhomes,NA,lilac and yellow,tube,actinomorphic,17.5,15,20,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,0.4,1.1,0.75,NA; li 2005,online: efloras.org; journal: botanical bulletin,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aster glehni,Inoue_1990.csv,"Kibune, Kyoto, Japan",35.166667,135.866667,Asterales,Asteraceae,Aster,Aster glehnii,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,capitulum,yes,rizhomes,NA,white,disk,actinomorphic,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,1,1.5,1.35,NA; hoffman 1995,online: http://www7a.biglobe.ne.jp; book: dendroflora: Aster,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aster subulatus,Inoue_1990.csv,"Kibune, Kyoto, Japan",35.166667,135.866667,Asterales,Asteraceae,Aster,Aster subulatus,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,self_compatible,cosewic 1992,environmental assesment,NA,NA,floret,NA,NA,NA,lilac,tube,actinomorphic,1,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,annual,NA,0.3,0.15,NA; 2017,online: efloras.org; committee on the status of endangered wildlife in canada,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aster subulatus,Inoue_1990.csv,"Kibune, Kyoto, Japan",35.166667,135.866667,Asterales,Asteraceae,Aster,Aster subulatus,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,self_compatible,cosewic 1992,environmental assesment,NA,NA,capitulum,NA,NA,NA,lilac,tube,actinomorphic,13,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,annual,NA,0.3,0.15,NA; 2017,online: efloras.org; committee on the status of endangered wildlife in canada,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astilbe thunbergii,Inoue_1990.csv,"Kibune, Kyoto, Japan",35.166667,135.866667,Saxifragales,Saxifragaceae,Astilbe,Astilbe thunbergii,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,white and red,bowl,actinomorphic,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,0.8,1,0.9,"cullen, knees & cubey 2011","book: the european garden flora flowering plants: a manual for the identification of plants cultivated in europe, both out-of-doors and under glass",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bistorta tenuicaulis,Inoue_1990.csv,"Kibune, Kyoto, Japan",35.166667,135.866667,Caryophyllales,Polygonaceae,Bistorta,Bistorta tenuicaulis,NA,separated & bisexual,gynodioecious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,white,tube,actinomorphic,2,NA,NA,4.5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,0.2,0.8,0.5,NA,online: http://www.luontoportti.com,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calamagrostis arundinacea,Inoue_1990.csv,"Kibune, Kyoto, Japan",35.166667,135.866667,Poales,Poaceae,Calamagrostis,Calamagrostis arundinacea,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,yes,rizhomes and apomixis,yes,green,bowl,zygomorphic,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,0.2,0.7,0.45,"NA; horandl et al., 2008",online: https://nature.ca; journal: plant ecology and diversity,NA,https://doi.org/10.1080/17550870802351175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callicarpa japonica,Inoue_1990.csv,"Kibune, Kyoto, Japan",35.166667,135.866667,Lamiales,Lamiaceae,Callicarpa,Callicarpa japonica,NA,bisexual,enantiostilous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,pink,tube,actinomorphic,4,NA,NA,4,NA,NA,4,3,NA,NA,NA,NA,9,4,14,NA,NA,shrub,perennial,NA,2,1,"NA; zhonghui, bramley & zhang 2015; bramley 2009",online: ign.ku.dk; journal: plant systematics and evolution; journal: botanical journal of the linnean society,NA,https://doi.org/10.1007/s00606-015-1244-8,NA,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
