"","Order_all","Family_all","Genus_all","Species_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","Nectar_presence_absence"
"Ourisia macrocarpa","Lamiales","Plantaginaceae","Ourisia","Ourisia macrocarpa","Hermaphrodite","self_compatible","medium",33,"Open","actinomorphic",20,7,100,25.6,24.2,5.3,224,"herb","Perennial",0.001,"yes"
"Oxalis stricta","Oxalidales","Oxalidaceae","Oxalis","Oxalis stricta","Hermaphrodite","self_compatible","medium",30,"Open","actinomorphic",20,1,5.1,5.1,1.3,1,71,"herb","Perennial",1.65,"yes"
"Oxalis violacea","Oxalidales","Oxalidaceae","Oxalis","Oxalis violacea","Hermaphrodite","self_incompatible","low",13,"Campanulate","actinomorphic",20,1,200,50,24.1,0.001,71,"herb","Perennial",0.001,"yes"
"Oxylobium ellipticum","Fabales","Fabaceae","Oxylobium","Oxylobium ellipticum","Hermaphrodite","self_compatible","high",51.2269508380308,"Papilionaceous","zygomorphic",200,40,55,7.1,9,5,9,"shrub","Perennial",1,"yes"
"Oxypolis rigidior","Apiales","Apiaceae","Oxypolis","Oxypolis rigidior","Hermaphrodite","self_compatible","none",18.5348645944207,"Open","actinomorphic",300,300,120,3,0.001,0.001,2,"herb","Perennial",1.05,"yes"
"Cassinia vauvilliersi","Asterales","Asteraceae","Ozothamnus","Ozothamnus leptophyllus","Hermaphrodite","self_incompatible","low",13,"Capitulum","actinomorphic",600,15,25,2.5,2.5,3.15,5,"shrub","Perennial",2.75,"yes"
"Paederia scandens","Gentianales","Rubiaceae","Paederia","Paederia foetida","Hermaphrodite","self_incompatible","low",2.5,"Campanulate","actinomorphic",50,15,10,10,10,9.5,2,"vine","Perennial",4.5,"yes"
"Paeonia japonica","Saxifragales","Paeoniaceae","Paeonia","Paeonia obovata","Hermaphrodite","self_compatible","none",22.8964027436177,"Open","actinomorphic",15,1,20,20,40,3,73,"herb","Perennial",0.001,"no"
"Pagameopsis garryoides","Gentianales","Rubiaceae","Pagameopsis","Pagameopsis garryoides","Hermaphrodite","self_compatible","none",14.1600189358578,"Open","actinomorphic",1934.16037063167,50,42.0218991641797,19.3013039579001,13.3817873190704,7.19295830803641,2,"shrub","Perennial",1.89114027888616,"yes"
"Pandanus barklyi","Pandanales","Pandanaceae","Pandanus","Pandanus barkleyi","Dioecious","dioecious","none",0,"Open","actinomorphic",300,100,100,2,2,1,1,"shrub","Perennial",4.5,"no"
"Pandanus odoratissimus","Pandanales","Pandanaceae","Pandanus","Pandanus odorifer","Dioecious","dioecious","none",0,"Brush","actinomorphic",1500,500,100,2,2,1,1,"shrub","Perennial",1,"no"
"Pandanus rigidifolius","Pandanales","Pandanaceae","Pandanus","Pandanus rigidifolius","Monoecious","monoecious","none",0,"Open","actinomorphic",900,300,100,2,2,1,1,"shrub","Perennial",2.5,"no"
"Pandanus wiehii","Malpighiales","Pandaceae","Pandanus","Pandanus wiehei","Monoecious","monoecious","none",0,"Open","actinomorphic",1200,400,100,2,2,1,1,"herb","Perennial",4,"no"
"Panicum virgatum","Poales","Poaceae","Panicum","Panicum virgatum","Hermaphrodite","self_incompatible","low",13,"Open","zygomorphic",300,300,40,1.85,5.25,0.001,1,"herb","Perennial",1.25,"yes"
"Papaver radicatum","Ranunculales","Papaveraceae","papaver","Papaver radicatum","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",10,1,16,16,2.1,0.001,700,"herb","Perennial",0.001,"no"
"Paragenipa lancifolia","Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","Hermaphrodite","self_compatible","none",13.0900741818275,"Campanulate","actinomorphic",10,2,10,10,5.5,5,177.060217932601,"tree","Perennial",5.5,"yes"
"Parahebe lyalii","Lamiales","Plantaginaceae","Parahebe","Parahebe lyallii","Hermaphrodite","self_compatible","low",13,"Open","zygomorphic",100,15,50,11.5,6.9,4,25,"herb","Perennial",0.001,"no"
"Paraserianthes falcataria","Fabales","Fabaceae","Paraserianthes","Paraserianthes serratifolia","Hermaphrodite","dioecious","none",0,"Brush","actinomorphic",20000,200,75,5,5.25,20,344.661683555531,"tree","Perennial",13,"yes"
"Parkinsonia aculeata","Fabales","Fabaceae","Parkinsonia","Parkinsonia aculeata","Hermaphrodite","self_compatible","low",5.7,"Papilionaceous","zygomorphic",10000,25,75,25,5,4,9,"tree","Perennial",6,"yes"
"Parkinsonia praecox","Fabales","Fabaceae","Parkinsonia","Parkinsonia praecox","Hermaphrodite","self_incompatible","none",0,"Open","zygomorphic",5000,5,75,17.5,5,4,9,"tree","Perennial",4,"yes"
"Parnassia palustris","Celastrales","Celastraceae","Parnassia","Parnassia palustris","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",5,1,25,25,11.5535474713324,1,225,"herb","Perennial",0.001,"yes"
"Parthenium integrifolium","Asterales","Asteraceae","Parthenium","Parthenium integrifolium","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",90,90,175,8,3.1,3.5,30,"herb","Perennial",0.001,"yes"
"Psedera quinquefolia","Vitales","Vitaceae","Parthenocissus","Parthenocissus quinquefolia","Hermaphrodite","self_compatible","none",12.1399454453322,"Open","actinomorphic",1000,60,70,6,4,0.001,4,"vine","Perennial",9,"yes"
"Passiflora foetida","Malpighiales","Passifloraceae","Passiflora","Passiflora foetida","Hermaphrodite","self_compatible","low",20,"Open","actinomorphic",10,1,40,40,4,7,2.2,"vine","Short lived",3,"yes"
"Passiflora lutea","Malpighiales","Passifloraceae","Passiflora","Passiflora lutea","Hermaphrodite","partially_self_compatible","low",6.25,"Open","actinomorphic",10,1,24,24,1.2,3.25,10,"vine","Perennial",2,"yes"
"Passiflora suberosa","Malpighiales","Passifloraceae","Passiflora","Passiflora suberosa","Hermaphrodite","self_compatible","medium",63,"Open","actinomorphic",10,1,19,19,1,4,23.1,"vine","Perennial",0.001,"yes"
"Pastinaca sativa","Apiales","Apiaceae","Pastinaca","Pastinaca sativa","Monoecious","self_compatible","none",30.4933245142382,"Open","actinomorphic",175,175,100,4.1,31.12,1,2,"herb","Short lived",0.001,"yes"
"Patrinia villosa","Dipsacales","Caprifoliaceae","Patrinia","Patrinia villosa","Hermaphrodite","self_compatible","none",23.4853290529502,"Campanulate","actinomorphic",175,175,30,6,2.05,5,135.09139585582,"herb","Perennial",0.001,"yes"
"Pavonia sidifolia","Malvales","Malvaceae","Pavonia","Pavonia sidifolia","Hermaphrodite","partially_self_compatible","none",0,"Open","actinomorphic",10,1,17.5,17.5,4,4,5,"shrub","Perennial",0.001,"yes"
"Pedicularis arctica","Lamiales","Orobanchaceae","Pedicularis","Pedicularis arctica","Hermaphrodite","self_compatible","none",0,"Tube","zygomorphic",40,40,40,6.5,11.5,10,1156,"herb","Perennial",0.001,"yes"
"Pedicularis cephalantha","Lamiales","Orobanchaceae","Pedicularis","Pedicularis cephalantha","Hermaphrodite","self_compatible","high",65.6852183279088,"Tube","zygomorphic",15,5,10,3,21,15,27.4,"herb","Short lived",0.001,"no"
"Pedicularis densispica","Lamiales","Orobanchaceae","Pedicularis","Pedicularis densispica","Hermaphrodite","self_compatible","none",0,"Tube","zygomorphic",15,6,15,5,10,12,32,"herb","Short lived",0.001,"yes"
"Pedicularis dichotoma","Lamiales","Orobanchaceae","Pedicularis","Pedicularis dichotoma","Hermaphrodite","self_compatible","high",47.567582799552,"Tube","zygomorphic",15,15,45,14,20,26,31.31,"herb","Perennial",0.001,"yes"
"Pedicularis flammea","Lamiales","Orobanchaceae","Pedicularis","Pedicularis flammea","Hermaphrodite","self_compatible","medium",50.5,"Tube","zygomorphic",20,20,24,5.1,12,15,27.4,"herb","Perennial",0.001,"yes"
"Pedicularis hirsuta","Lamiales","Orobanchaceae","Pedicularis","Pedicularis hirsuta","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",10,10,24,10,12,10,49.9,"herb","Perennial",0.001,"yes"
"Pedicularis longiflora","Lamiales","Orobanchaceae","Pedicularis","Pedicularis longiflora","Hermaphrodite","self_compatible","none",0,"Tube","zygomorphic",8,8,40,19.1,65,65,30.6,"herb","Short lived",0.001,"no"
"Pedicularis monbeigiana","Lamiales","Orobanchaceae","Pedicularis","Pedicularis monbeigiana","Hermaphrodite","self_compatible","none",0,"Tube","zygomorphic",20,20,40,20,20,20,7.8,"herb","Perennial",0.001,"no"
"Pedicularis rex","Lamiales","Orobanchaceae","Pedicularis","Pedicularis rex","Hermaphrodite","self_compatible","none",0,"Tube","zygomorphic",20,6,30,11.6,30,20,29.5,"herb","Perennial",0.001,"yes"
"Pedicularis siphonantha","Lamiales","Orobanchaceae","Pedicularis","Pedicularis siphonantha","Hermaphrodite","partially_self_compatible","low",36.260122475037,"Tube","zygomorphic",78,31,15,15,55,10,18.7,"herb","Perennial",0.001,"no"
"Pedicularis tricolor","Lamiales","Orobanchaceae","Pedicularis","Pedicularis tricolor","Hermaphrodite","self_compatible","none",0,"Tube","zygomorphic",3,3,30,30,58,10,25.3,"herb","Short lived",0.001,"no"
"Pemphis acidula","Myrtales","Lythraceae","Pemphis","Pemphis acidula","Hermaphrodite","partially_self_compatible","none",11.0208110967737,"Campanulate","actinomorphic",20,2,25,12.5,13.9429431426858,1,20,"shrub","Perennial",5.5,"yes"
"Penstemon hirsutus","Lamiales","Plantaginaceae","Penstemon","Penstemon hirsutus","Hermaphrodite","self_compatible","medium",50.5,"Tube","zygomorphic",30,30,75,6.8,24.1,15,218,"herb","Perennial",0.001,"yes"
"Penstemon laevigatus","Lamiales","Plantaginaceae","Penstemon","Penstemon laevigatus","Hermaphrodite","self_compatible","high",46.6108756627697,"Tube","zygomorphic",30,30,75,6.8,24.1,15,218,"herb","Perennial",0.001,"yes"
"Pentachondra pumila","Ericales","Ericaceae","Pentachondra","Pentachondra pumila","Hermaphrodite","self_incompatible","low",13,"Tube","actinomorphic",40,3,20,4,4,1.5,8,"shrub","Perennial",0.001,"yes"
"Peponidium carinatum","Gentianales","Rubiaceae","Peponidium","Peponidium carinatum","Dioecious","dioecious","none",0,"Open","actinomorphic",100,20,35,7.5,3.5,2.5,7,"shrub","Perennial",4,"yes"
"Pereskia sacharosa","Caryophyllales","Cactaceae","Pereskia","Pereskia sacharosa","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",30,1,20.3,20.3,20,10.5,5,"tree","Perennial",7,"yes"
"Persea maericana","Laurales","Lauraceae","Persea","Persea americana","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",10000,100,5.5,5.5,2,2.5,1,"tree","Perennial",14.5,"yes"
"Persicaria aestiva","Caryophyllales","Polygonaceae","Persicaria","Persicaria aestiva","Hermaphrodite","self_compatible","high",47.0072327641826,"Campanulate","actinomorphic",2,2,9,3,3.1,0.001,1,"herb","Short lived",1.15,"yes"
"Polygonum amphibium","Caryophyllales","Polygonaceae","Persicaria","Persicaria amphibia","Dioecious","self_compatible","none",26.3047128057713,"Open","actinomorphic",130,130,20,4,4.5,3.5,1,"herb","Perennial",1.15,"yes"
"Persicaria chinensis","Fabales","Polygalaceae","Persicaria","Persicaria chinensis","Hermaphrodite","self_compatible","low",16.9,"Campanulate","actinomorphic",375,75,64,4,4,1,1,"herb","Perennial",0.001,"yes"
"Polygonum hydropiper","Caryophyllales","Polygonaceae","Persicaria","Persicaria hydropiper","Hermaphrodite","self_compatible","none",34.3048803870263,"Campanulate","actinomorphic",15,15,15,3.75,3,2,1,"herb","Perennial",0.001,"yes"
"Polygonum hydropiperoides","Caryophyllales","Polygonaceae","Persicaria","Persicaria hydropiperoides","Hermaphrodite","self_compatible","none",35.6276663740084,"Open","actinomorphic",30,30,15,3,3.25,1.1,1,"herb","Perennial",0.001,"yes"
"Polygonum lapathifolium","Caryophyllales","Polygonaceae","Persicaria","Persicaria lapathifolia","Hermaphrodite","self_compatible","high",47.3117673266093,"Campanulate","actinomorphic",375,75,10,2,2.1,2,1,"herb","Short lived",0.001,"yes"
"Polygonum persicaria","Caryophyllales","Polygonaceae","Persicaria","Persicaria maculosa","Hermaphrodite","self_compatible","high",48.430353062263,"Open","actinomorphic",1000,75,10,2,2,2,1,"herb","Short lived",0.001,"yes"
"Polygonum opelousanum","Caryophyllales","Polygonaceae","Persicaria","Persicaria opelousana","Hermaphrodite","self_compatible","none",36.05650485047,"Open","actinomorphic",25,25,10,2.75,1.65,2,1,"herb","Perennial",0.001,"yes"
"Polygonum pennsylvanicum","Caryophyllales","Polygonaceae","Persicaria","Persicaria pensylvanica","Hermaphrodite","self_compatible","high",47.5749849142178,"Open","actinomorphic",160,80,15,4,3.25,2,1,"herb","Short lived",1.05,"yes"
"Polygonum acre","Caryophyllales","Polygonaceae","Persicaria","Persicaria punctata","Hermaphrodite","self_compatible","high",46.9132922242563,"Campanulate","actinomorphic",1400,50,10,3,3,2,1,"herb","Short lived",0.001,"yes"
"Polygonum runcinatum","Caryophyllales","Polygonaceae","Persicaria","Persicaria runcinata","Hermaphrodite","self_compatible","high",41.2209278551688,"Tube","actinomorphic",125,20,14,1.5,3.25,4,1,"herb","Perennial",0.001,"yes"
"Polygonum viviparum","Caryophyllales","Polygonaceae","Persicaria","Persicaria vivipara","Hermaphrodite","self_compatible","high",41.3656679251935,"Tube","actinomorphic",675,35,10,3,3.5,1.4,1,"herb","Perennial",0.001,"yes"
"Petalostemum candidum","Fabales","Fabaceae","Petalostemum","Petalostemum candidum","Hermaphrodite","partially_self_compatible","low",13,"Open","zygomorphic",2500,140,20,5,5,5,1,"herb","Perennial",0.001,"yes"
"Petunia_axillaris","Solanales","Solanaceae","Petunia","Petunia axillaris","Hermaphrodite","partially_self_compatible","none",3.65982679212791,"Funnelform","actinomorphic",10,2,54,54,33,25,207.2,"herb","Perennial",0.001,"yes"
"Peucedanum joponicum","Apiales","Apiaceae","Peucedanum","Peucedanum japonicum","Hermaphrodite","self_compatible","none",25.4344488197293,"Open","actinomorphic",750,750,20,1.1,2,0.001,2,"herb","Perennial",0.001,"yes"
"Philadelphus grandiflorus","Cornales","Hydrangeaceae","Philadelphus","Philadelphus grandiflorus","Hermaphrodite","self_compatible","none",14.6724452319628,"Open","actinomorphic",600,2,45,45,14.1,10,100,"herb","Perennial",3,"yes"
"Philibertia_gilliesii","Gentianales","Apocynaceae","Philibertia","Philibertia gilliesii","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",50,3,40,12,6,0.001,35.7208982412099,"herb","Perennial",1,"yes"
"Philodendron ptarianum","Alismatales","Araceae","Philodendron","Philodendron callosum","Monoecious","monoecious","none",0,"Spike","zygomorphic",500,250,20,1,1,1.1,26,"herb","Perennial",7.98628710924777,"no"
"Phlomis atropurpurea","Lamiales","Lamiaceae","Phlomoides","Phlomis atropurpurea","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",75,10,15,5,19.5,15,4,"herb","Perennial",0.001,"yes"
"Phlomis purpurea","Lamiales","Lamiaceae","Phlomis","Phlomis purpurea","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",50,8,17.5,17.5,17.5,15,4,"herb","Perennial",0.001,"yes"
"Phlomis tatsienensis","Lamiales","Lamiaceae","Phlomis","Phlomis tatsienensis","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",50,8,12,4,13,13,4,"herb","Perennial",0.001,"yes"
"Phlox divaricata","Ericales","Polemoniaceae","Phlox","Phlox divaricata","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",20,5,150,28,14.1,2.5,3,"herb","Perennial",0.001,"yes"
"Phlox glaberrima","Ericales","Polemoniaceae","Phlox","Phlox glaberrima","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",10,10,90,27.5,25,5.5,3,"herb","Perennial",0.001,"yes"
"Phlox pilosa","Ericales","Polemoniaceae","Phlox","Phlox pilosa","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",10,10,80,15.5,11,2,3,"herb","Perennial",0.001,"yes"
"Phoenicophorium borsigianum","Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","Monoecious","monoecious","none",0,"Spike","actinomorphic",2500,2500,400,2,2,2,1300,"tree","Perennial",13,"yes"
"Phryma leptostachya","Lamiales","Phrymaceae","Phryma","Phryma leptostachya","Hermaphrodite","self_compatible","high",50.2781439316507,"Tube","zygomorphic",25,25,20,6,9,2.1,1,"herb","Perennial",0.001,"yes"
"Phthirusa adunca","Santalales","Loranthaceae","Phthirusa","Phthirusa stelis","Dioecious","dioecious","none",0,"Open","actinomorphic",300,75,100,2,10,10,1,"tree","Perennial",6.7429566885719,"yes"
"Lippia lanceolata","Lamiales","Verbenaceae","Phyla","Phyla lanceolata","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",20,8,25,6,1,0.001,2,"herb","Perennial",0.001,"yes"
"Phyllachne colensoi","Asterales","Stylidiaceae","Phyllachne","Phyllachne colensoi","Hermaphrodite","self_compatible","high",88,"Tube","actinomorphic",360,3,1,1,1,1,20,"herb","Perennial",0.001,"yes"
"Phyllanthus phillyreifolius","Malpighiales","Phyllanthaceae","Phyllanthus","Phyllanthus phillyreifolius","Monoecious","monoecious","none",0,"Open","actinomorphic",150,5,5,5,2,1,5,"tree","Perennial",4,"no"
"Physalis pubescens","Solanales","Solanaceae","Physalis","Physalis pubescens","Hermaphrodite","self_compatible","high",46.2242261530386,"Open","actinomorphic",15,1,12.5,12.5,9.5,4.5,108.3,"herb","Short lived",0.001,"yes"
"Physalis subglabrata","Solanales","Solanaceae","Physalis","Physalis subglabrata","Hermaphrodite","self_incompatible","none",0,"Campanulate","actinomorphic",10,1,19.1,19.1,20,7,108.3,"herb","Perennial",0.001,"yes"
"Physalis lanceolata","Solanales","Solanaceae","Physalis","Physalis virginiana","Hermaphrodite","self_incompatible","none",0,"Campanulate","actinomorphic",10,1,7.3,7.3,11,7,108.3,"herb","Perennial",0.001,"yes"
"Physostegia virginiana","Lamiales","Lamiaceae","Physostegia","Physostegia virginiana","Dioecious","partially_self_compatible","low",13,"Campanulate","zygomorphic",50,50,60,9.5,24.5,25,4,"herb","Perennial",0.001,"yes"
"Phytolacca decandra","Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca americana","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",600,60,25,5.5,0.001,0.001,9.5,"herb","Perennial",1.5,"yes"
"Picris hieracioides","Asterales","Asteraceae","Picris","Picris hieracioides","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",10,10,25,24.1,10,9.9,50,"herb","Short lived",0.001,"yes"
"Hieracium pilosella","Asterales","Asteraceae","Pilosella","Pilosella officinarum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",1,1,10,10,9,9,70,"herb","Perennial",0.001,"yes"
"Pimelea ligustrina","Malvales","Thymelaeaceae","Pimelea","Pimelea ligustrina","Hermaphrodite","self_compatible","none",31.5083781170367,"Tube","actinomorphic",1000,25,40,8,10,6,1,"shrub","Perennial",1.5,"yes"
"Pimelea sericeo-villosa","Malvales","Thymelaeaceae","Pimelea","Pimelea sericeovillosa","Dioecious","self_compatible","none",31.7859839874197,"Tube","actinomorphic",100,3,25,6,3.5,6,1,"herb","Perennial",0.001,"yes"
"Pimelea traversii","Malvales","Thymelaeaceae","Pimelea","Pimelea traversii","Dioecious","self_compatible","none",22.4297839422861,"Tube","actinomorphic",1200,6,40,10.5,6.25,6,1,"shrub","Perennial",3,"yes"
"Pimpinella diveraifolia","Apiales","Apiaceae","Pimpinella","Pimpinella diversifolia","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",115,115,50,2.75,1,1,2,"herb","Perennial",1.15,"yes"
"Pimpinella major","Apiales","Apiaceae","Pimpinella","Pimpinella major","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",500,500,55,5,0.001,1.5,2,"herb","Perennial",0.001,"no"
"Pinguicula alpina","Lamiales","Lentibulariaceae","Pinguicula","Pinguicula alpina","Hermaphrodite","self_incompatible","none",0,"Campanulate","zygomorphic",10,1,14.5,14.5,15,1.5,150.6,"herb","Perennial",0.001,"yes"
"Piper kadzura","Pinales","Piperaceae","Piper","Piper kadsura","Dioecious","dioecious","none",0,"Spike","actinomorphic",3500,70,10,1,1,0.001,1,"vine","Perennial",1.5,"yes"
"Piscidia carthagenesis","Fabales","Fabaceae","Piscidia","Piscidia carthagenensis","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",1500,30,120,15,15.5,15.5,618.531317467058,"tree","Perennial",7.5,"yes"
