Order_all,Family_all,Genus_all,Species_all,subspecies,species_geonet,sex_or_flower_type,breeding_system,autonomous_selfing_level (none/low/medium/high),compatibility,compatibility_genus,info_level,asexual_reproduction,asexual_reproduction_type,agamospermy/apomixis (yes/no/some_populations),flower_colour ,flower_morphology,flower_pollinator_morphology,flower_symmetry,corolla_diameter_mean_mm,corolla_diameter_min_mm,corolla_diameter_max_mm,corolla_length_mean_mm,corolla_length_min_mm,corolla_length_max_mm,tube_length_mm,life_form,lifespan,plant_height_min_m,plant_height_max_m,plant_height_mean_m,references,reference_journal,doi,doi,doi,doi,doi,type_of_proxy_seed _or_fruit,open_pollination_percentage,open_pollination_n,hand_poll_outcrossing_percentage,hand_poll_outcrossing_percentage_n,hand_poll_self_percentage,hand_poll_self_n,spontaneus_selfing_percentage,spontaneus_selfing_n,geitonogamy_percentage,geitonogamy_n,apomixis_percentage,apomixis_n,intramorph_percentage,intramorph_n,stamen_length_mm,stamen_length_min_mm,stamen_length_max_mm,style_length_mm,style_length_min_mm,style_length_max_mm,ovary_length_mm,ovary_min_mm,ovary_max_mm,stigma_length_mm,stigma_min_mm,stigma_max_mm,pistil_length_mm,pistil_min_mm,pistil_max_mm,inflorescence_form,inflorescence_arrangement,inflorescence_length_mm,inflorescence_width_mm,inflorescence_comment,pollen_anther_mean,pollen_anther_sd,pollen_anther_n,pollen_flower_mean,pollen_flower_sd,pollen_flower_n,pollen_ovule_ratio,ovules_mean,ovules_sd,ovules_n,stamen_mean,anthers_exerted_yes_or_no,anthers_exerted_mm,pistil_mean,stigma_mean,stigma_exerted_yes_or_no,stigma_exerted_mm,flowers_inflorescences_min,flowers_inflorescences_max,flowers_inflorescences_mean,inflorescences_plant_min,inflorescences_plant_max,inflorescences_plant_mean,flower_plant_min,flower_plant_max,flower_plant_mean,flower_lifespan_days,flowering_time_days,nectar_yes_or_no,nectar_ul_day_mean,nectar_ul_day_sd,nectar_ul_day_n,total_nectar_ul_mean,total_nectar_ul_sd,total_nectar_ul_n,sugar_nectar_mg_mean,sugar_nectar_mg_sd,sugar_nectar_mg_n,sugar_concentration_mean,sugar_concentration_sd,sugar_concentration_n,fruit_type,fruit_colour,fruit_length_mm,fruit_width_mm,pollen_polar_length_um_mean,pollen_polar_length_um_min,pollen_polar_length_um_max,pollen_equatorial_length_mean_um ,pollen_equatorial_length_min_um,pollen_equatorial_length_max_um,pollen_polar_equatorial,mean_pollen_tube_growth_um_min,chromosome number,ploidy,location,country,references,reference_journal,doi,doi,doi,doi,doi,
Lamiales,Oleaceae,Olea,Olea lancea,NA,Olea lancea,bisexual,hermaphrodite,NA,NA,NA,flower,NA,NA,NA,white,bowl,bowl,actinomorphic,4,NA,NA,0.5,NA,NA,0.5,tree,perennial,2,6,4,green 2002,journal: kew bulletin vol. 57 no. 1,10.2307/4110824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Primulaceae,Badula,Badula platyphylla,NA,Badula platiphylla,NA,NA,NA,NA,NA,flower,NA,NA,NA,NA,NA,NA,actinomorphic,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,NA,3,1.5,NA,online: http://forestry.govmu.org/,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Phyllanthaceae,Phyllanthus,Phyllanthus phillyreifolius,NA,Phyllanthus phillyreifolius,separated,monoecious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tree,perennial,2,6,4,NA,online: http://publish.plantnet-project.org,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Sapotaceae,Sideroxylon,Sideroxylon puberulum,NA,Sideroxylon puberulum,bisexual,hermaphrodite,NA,NA,NA,flower,NA,NA,NA,NA,bowl,bowl,actinomorphic,8,NA,NA,,NA,NA,NA,tree,perennial,NA,15,7.5,NA,online: https://www.plantes-botanique.org,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapindales,Rutaceae,Melicope,Melicope chapelieri,NA,Euodia chapelieri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Chrysobalanaceae,Grangeria,Grangeria borbonica,NA,Grangeria borbonica,bisexual,hermaphrodite,NA,NA,NA,flower,NA,NA,NA,white,bowl,bowl,actinomorphic,16,NA,NA,5,NA,NA,NA,tree,perennial,5,7,6,prance & sothers 2003; NA,"journal: species plantarum: flora of the world pt 9; 1-319, online: http://publish.plantnet-project.org",ISBN: 0642568324,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Helichrysum,Helichrysum proteoides,NA,Helichrysum proteoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myrtales,Melastomataceae,Warneckea,Warneckea trinervis,NA,Warneckea trinervis,bisexual,hermaphrodite,NA,NA,NA,flower,NA,NA,NA,pale pink,bowl,bowl,actinomorphic,6,NA,NA,2,NA,NA,NA,shrub,perennial,NA,4,2,"bosser, cadet, gueho & marais 1990",book: flore des mascareignes,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gentianales,Rubiaceae,Coffea,Coffea mauritiana,NA,Coffea mauritiana,bisexual,hermaphrodite,none,self_incompatible,NA,flower,NA,NA,NA,white,bowl,bowl,actinomorphic,,NA,NA,,NA,NA,NA,tree,perennial,NA,NA,NA,"nowak, haller & yoder 2014",journal: journal of evolutionary biology,https://doi.org/10.1111/jeb.12396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gentianales,Rubiaceae,Gaertnera,Gaertnera rotundifolia,NA,Gaertnera rotundifolia,bisexual,distylous,NA,NA,self_incompatible,flower,NA,NA,NA,white,tube,tube,actinomorphic,2.5,2,3,20,15,25,NA,shrub,perennial,1,6,3.5,malcomber & taylor 2009; pailler & thompson 1997,journal: annals of the missouri botanical garden; journal: american journal  botany,https://doi.org/10.3417/2002161ÿ,https://doi.org/10.2307/2446005ÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Sapotaceae,Mimusops,Mimusops erythroxylon,NA,Mimusops erythroxylon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Faujasiopsis,Faujasiopsis flexuosa,NA,Faujasiopsis flexuosa,bisexual,hermaphrodite,NA,NA,NA,flower,NA,NA,NA,white,tube,tube,actinomorphic,3.3,3,3.6,NA,NA,NA,NA,shrub,perennial,1,2,1.5,"neffati, najja & mathe",book: dicinal and aromatic lants of the world - africa,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Ericaceae,Agarista,Agarista salicifolia,NA,Agauria salicifolia,bisexual,hermaphrodite,NA,NA,NA,flower,NA,NA,NA,"pale green, greenish yellow",tube,tube,actinomorphic,4.5,4,5,8.5,7,10,8.5,shrub,perennial,0.9,20,10.45,beentje 2006,"journal: royal botanicla gardens, kew",NA,,,,,,,,,,,,,,,,,,,,,,,7,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apiales,Araliaceae,Polyscias,Polyscias mauritiana,NA,Polyscias mauritiana,NA,NA,NA,NA,NA,flower,NA,NA,NA,NA,NA,NA,actinomorphic,NA,NA,NA,NA,NA,NA,NA,tree,perennial,NA,5,2.5,"bosser, cadet, gueho & marais 1990",book: flore des mascareignes,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Euphorbiaceae,Hancea,Hancea integrifolia,NA,Cordemoya integrifolia,separated,monoecious,NA,NA,NA,flower,NA,NA,NA,green,brush,brush,actinomorphic,10,NA,NA,5,NA,NA,NA,tree,perennial,NA,15,7.5,NA; NA,online: http://www.nationaalherbarium.nl; online: http://publish.plantnet-project.org/,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurales,Ocotea laevigata,Ocotea,Ocotea laevigata,NA,Ocotea laevigata,NA,NA,NA,NA,partially_self_compatible,flower,NA,NA,NA,white,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tree,perennial,NA,NA,NA,Kostermans and Marais 1979; Montagna et al 2018,Kew Bulletin; Plant Biology,https://doi.org/10.2307/4110155,https://doi.org/10.1111/plb.12847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Ochnaceae,Ochna,Ochna mauritiana,NA,Ochna mauritiana,bisexual,hermaphrodite,NA,NA,NA,flower,NA,NA,NA,white,bowl,NA,actinomorphic,20,18,22,NA,NA,NA,NA,shrub,perennial,1.5,8,4.75,"Baker, J, G. 1877 (book); Endemics in Mondrain;Richards (travel guide)","Flora of the Mauritius and the Seychelles; Endemics in Mondrain ;Mauritius, Rodriguez, Reunion",https://doi.org/10.1080/13880200601026242,http://pages.intnet.mu/nathraj/ochma.html,https://books.google.com.au/books?id=LNwKDAAAQBAJ&pg=PA8&lpg=PA8&dq=ochna+mauritania&source=bl&ots=wsoenqOlC7&sig=ACfU3U3H42xupTl35tP-m00ZXtXCENNzqA&hl=en&sa=X&ved=2ahUKEwjPsY-AlaniAhUG4o8KHfXdAVQQ6AEwA3oECAgQAQ#v=onepage&q=ochna%20mauritania&f=false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poales,Flagellariaceae,Flagellaria,Flagellaria indica,NA,Flagellaria indica,bisexual,hermaphrodite,NA,NA,NA,flower,yes,rhizomes,NA,creamy-white,campanulate,NA,actinomorphic,2.5,NA,NA,2.1,NA,NA,NA,vine,perennial,NA,15,7.5,"Wepfer and Linder, 2014; Plantnet/RSBG; Australian Tropical Rainforest Plants",Australian Systematic Botany; Plantnet/RSBG; Australian Tropical Rainforest Plants,ÿhttps://doi.org/10.1071/sb13048ÿ,http://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Flagellaria~indica,http://keys.trin.org.au/key-server/data/0e0f0504-0103-430d-8004-060d07080d04/media/Html/taxon/Flagellaria_indica.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myrtales,Myrtaceae,Eugenia,Eugenia kanakana,NA,Monimiastrum globosum,bisexual,hermaphrodite,NA,NA,self-incompatible,flower,NA,NA,NA,white,bowl,tube,actinomorphic,NA,NA,NA,NA,NA,NA,3.5,shrub,perennial,NA,NA,NA," Byng et al 2016; Baker, J, G. 1877 (book)",Phytotaxa; Flora of the Mauritius and the Seychelles,https://doi.org/10.11646/phytotaxa.252.3.1ÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Achariaceaeÿ,Erythrospermum,Erythrospermum monticolum,NA,Erythrospermum monticolum,bisexual,hermaphrodite,NA,NA,NA,flower,NA,NA,NA,white,NA,NA,actinomorphic,NA,NA,NA,NA,NA,NA,NA,tree,perennial,4,5,4.5,Stamps of Mauritania,Stamps of Mauritania,https://stampsofmauritius.org/2018/01/07/flora-and-fauna-of-mauritius-part-i-endemic-and-indigenous-plants/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Campanulaceae,Lobelia,Lobelia spicata,NA,Lobelia spicata,bisexual,gynodioecious,none,gynodioecious,NA,female_flower,NA,NA,no,Pale-blue-white,tube,tube,zygomorphic,7.7,NA,NA,6.3,,,5.3,herb,perennial,0.2,1.2,0.7,"Miller and Stanton-Geddes 2007; Griffin and Byers 2012; Molano-Flores 2002; Molano-Flores and Faivre, 2014",Journal of the Torrey Botanical Society; Journal of the Torrey Botanical Society; Journal of the Torrey Botanical Society; Plant Species Biology; Naturalist.org,ÿhttps://doi.org/10.3159/1095-5674(2007)134[349:gilsal]2.0.co;2ÿ,https://doi.org/10.3159/torrey-d-11-00080.1ÿ,https://doi.org/10.2307/3088769ÿ,https://doi.org/10.1111/1442-1984.12050,https://www.inaturalist.org/taxa/128839-Lobelia-spicata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Campanulaceae,Lobelia,Lobelia spicata,NA,Lobelia spicata,bisexual,gynodioecious,low,self_compatible,NA,flower,NA,NA,no,Pale-blue-white,tube,tube,zygomorphic,7.8,NA,NA,6.9,,,5.9,herb,perennial,0.2,1.2,0.7,"Miller and Stanton-Geddes 2007; Griffin and Byers 2012; Molano-Flores 2002; Molano-Flores and Faivre, 2014",Journal of the Torrey Botanical Society; Journal of the Torrey Botanical Society; Journal of the Torrey Botanical Society; Plant Species Biology; Naturalist.org,ÿhttps://doi.org/10.3159/1095-5674(2007)134[349:gilsal]2.0.co;2ÿ,https://doi.org/10.3159/torrey-d-11-00080.1ÿ,https://doi.org/10.2307/3088769ÿ,https://doi.org/10.1111/1442-1984.12050,https://www.inaturalist.org/taxa/128839-Lobelia-spicata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gentianales,Apocynaceae,Asclepias,Asclepias sullivantii,NA,Asclepias sullivantii,bisexual,hermaphrodite,NA,NA,self-incompatible,Corona tube,yes,rhizomes,NA,Pink-rose,bowl,tube,actinomorphic,2.4,NA,NA,5.8,5,6.5,5.8,herb,perennial,0.6,1.2,0.9,Malano-Flores 2004; Holdrege - The Story of an Organism (Common Milkweed); Missouri plants,Transactions of the Illinois State Academy of Science; Holdrege - The Story of an Organism (Common Milkweed); Missouri plants,in Dropbox/Bionet/Rachel papers,http://natureinstitute.org/txt/ch/Milkweed.pdf,http://www.missouriplants.com/Pinkopp/Asclepias_sullivantii_page.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cucurbitales,Cucurbitaceae,Cucurbita,Cucurbita pepo,NA,Cucurbita melopepo,separated,monoecious,none,self_compatible,NA,male_flower,no,no,NA,Yellow-orange,funnelform,funnelform,actinomorphic,100,NA,NA,70,40,100,10,herb,annual,0.3,0.75,0.48,Flora of North America; University of Michigan,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250100835,http://climbers.lsa.umich.edu/?p=262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cucurbitales,Cucurbitaceae,Cucurbita,Cucurbita pepo,NA,Cucurbita melopepo,separated,monoecious,none,self_compatible,NA,female_flower,no,no,NA,Yellow-orange,funnelform,funnelform,actinomorphic,100,NA,NA,70,40,100,,herb,annual,0.3,0.75,0.48,Flora of North America; University of Michigan,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250100835,http://climbers.lsa.umich.edu/?p=262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cucurbitales,Cucurbitaceae,Cucurbita,Cucurbita pepo,NA,Cucurbita melopepo,separated,monoecious,none,self_compatible,NA,female_flower,no,no,NA,Yellow-orange,funnelform,funnelform,actinomorphic,100,NA,NA,70,40,100,10,herb,annual,0.3,0.75,0.48,Flora of North America; University of Michigan,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250100835,http://climbers.lsa.umich.edu/?p=262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Lamiaceae,Scutellaria,Scutellaria ovata,NA,Scutellaria versicolor,NA,NA,NA,NA,NA,flower,yes,tubers,NA,purple,tube,tube,zygomorphic,20,NA,NA,18,,20,8,herb,annual,0.25,0.6,0.42,Missouri Plants,Missouri Plants,http://www.missouriplants.com/Blueopp/Scutellaria_ovata_page.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Liatris,Liatris pycnostachya,NA,Liatris pycnostachya,bisexual,hermaphrodite,NA,self_incompatible,self-incompatible,disc_floret,NA,NA,NA,rose-purple,tube,tube,actinomorphic,3.1,2.4,3.8,8.8,8.6,9,8.8,herb,perennial,0.6,1.5,1.05,"Schaal, 1978; Ault 2003; USDA; Go Botany; idtools.org",Evolution; Acta Horticulturae,ÿhttps://doi.org/10.2307/2407611ÿ,ÿhttps://doi.org/10.17660/actahortic.2003.624.4ÿ,https://plants.usda.gov/core/profile?symbol=lipy,https://idtools.org/id/cutflowers/key/Cut_Flower_Exports_of_Africa/Media/Html/Fact_sheets/Liatris.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassicales,Brassicaceae,Rorippa,Rorippa sphaerocarpa,NA,Radicula obtusa,bisexual,hermaphrodite,NA,NA,variable,flower,NA,NA,NA,yellow,cruciform,tube,actinomorphic,2.4,1.6,3.2,NA,NA,NA,NA,herb,annual,0.1,0.3,0.2,Flora of North America; Aquatic dicotyledons of North America; biodiversity library,,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250095065,https://books.google.com.au/books?id=w6QzDwAAQBAJ&pg=PT900&lpg=PT900&dq=rorippa+sphaerocarpa+sexual&source=bl&ots=aI5xZg9rHc&sig=ACfU3U0RJwD41yhHiehYwsRw-PbuWZ7T2w&hl=en&sa=X&ved=2ahUKEwjZq5Kvo4PhAhUHKY8KHQ4EC24Q6AEwBnoECAMQAQ#v=onepage&q=rorippa%20sphaerocarpa%20sexual&f=false,https://www.biodiversitylibrary.org/page/3347440#page/993/mode/1up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranunculales,Ranunculaceae,Ranunculus,Ranunculus recurvatus,NA,Ranunculus recurvatus,bisexual,hermaphrodite,NA,NA,self_incompatible,flower,yes,rhizomes,NA,yellowish,disc,NA,actinomorphic,7.6,NA,NA,NA,NA,NA,NA,herb,perennial,0.2,0.6,0.4,"Lundqvist, 2008",Hereditas,https://doi.org/10.1111/j.1601-5223.1990.tb00695.xÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Strophostyles,Strophostyles helvula,NA,Strophostyles helvola,bisexual,hermaphrodite,NA,NA,self-compatible,flower,NA,NA,NA,pink,papilionaceous,papilionaceous,zygomorphic,13,NA,NA,11,NA,NA,NA,vine,annual,1,3,2,Riley-Hulting et al 2004; various general web articles,Systematic Botany; various general web articles,https://doi.org/10.1600/0363644041744464ÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liliales,Colchicaceae,Uvularia,Uvularia grandiflora,NA,Uvularia grandiflora,bisexual,hermaphrodite,NA,NA,NA,flower,yes,rhizomes,NA,pale yellow,campanulate,campanulate,actinomorphic,35,23,46,37.5,25,50,NA,herb,perennial,0.2,0.6,0.4,Go Botany; Illinois Wildflowers; Plants for a future; Bierzycheduk,Go Botany; Illinois Wildflowers; Plants for a future; New Phytologist,https://gobotany.newenglandwild.org/species/uvularia/grandiflora/,https://www.illinoiswildflowers.info/woodland/plants/lf_bellwort.htm,https://pfaf.org/user/Plant.aspx?LatinName=Uvularia+grandiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cucurbitales,Cucurbitaceae,Echinocystis,Echinocystis lobata,NA,Echinocystis lobata,separated,protandrous,NA,self_compatible,NA,flower,no,NA,NA,greenish-white,bowl,bowl,actinomorphic,12.5,NA,NA,NA,NA,NA,NA,vine,annual,NA,8,4,Silvertown 1985; Plants for a future,Journal of Ecology; Plants for a future,https://doi.org/10.2307/2260151ÿ,https://pfaf.org/user/Plant.aspx?LatinName=Echinocystis+lobata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cucurbitales,Cucurbitaceae,Echinocystis,Echinocystis lobata,NA,Echinocystis lobata,separated,protandrous,NA,self_compatible,NA,flower,no,NA,NA,greenish-white,bowl,bowl,actinomorphic,12.5,NA,NA,NA,NA,NA,NA,vine,annual,NA,8,4,Silvertown 1985; Plants for a future,Journal of Ecology; Plants for a future,https://doi.org/10.2307/2260151ÿ,https://pfaf.org/user/Plant.aspx?LatinName=Echinocystis+lobata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Compositeae,Gnaphalium,Gnaphalium polycephalum,NA,Gnaphalium polycephalum,bisexual,hermaphrodite,NA,NA,NA,flower,NA,NA,NA,white,bowl,tube,actinomorphic,NA,NA,NA,NA,NA,NA,NA,forb,annual,0.3,0.6,0.45,"Naidu, V.S.G.R, 2012",,https://krishi.icar.gov.in/jspui/bitstream/123456789/5474/1/Hand%20Book%20on%20-%20Weed%20Identification.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Campanulaceae,Lobelia,Lobelia spicata,NA,Lobelia leptostachys,bisexual,gynodioecious,none,self_compatible,NA,flower,NA,NA,NA,Pale-blue-white,tube,tube,zygomorphic,15,,,10,7,13,15,herb,perennial,0.2,0.8,0.5,Griffin and Byers 2012; Malano-Flores 2002,Journal of the Torrey Botanical Society; Journal of the Torrey Botanical Society; iNaturalist.org,https://doi.org/10.3159/torrey-d-11-00080.1ÿ,https://doi.org/10.2307/3088769ÿ,https://www.inaturalist.org/taxa/128839-Lobelia-spicata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosales,Rosaceae,Rubus,Rubus canadensis,NA,Rubus canadensis,bisexual,hermaphrodite,NA,NA,self_compatible,flower,yes,rhizomes,NA,white,bowl,bowl,actinomorphic,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,0.5,3,1.75,,Flora of North America,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250100430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassicales,Brassicaceae,Planodes,Planodes virginicum,NA,Arabis virginica,bisexual,hermaphrodite,NA,NA,variable,flower,no,NA,NA,white,cruciform,tube,actinomorphic,6,5,7,4.5,NA,NA,2.5,herb,annual,0.1,0.4,0.25,,,http://www.missouriplants.com/Whitealt/Planodes_virginicum_page.html,https://plants.jstor.org/compilation/sibara.virginica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
