Order_all,Family_all,Genus_all,Species_all,subspecies,species_geonet,sex_or_flower_type,breeding_system,autonomous_selfing_level,compatibility,compatibility_genus,info_level,asexual_reproduction,asexual_reproduction_type,agamospermy/apomixis (yes/no),flower_colour ,flower_morphology,flower_pollinator_morphology,flower_symmetry,corolla_diameter_mean_mm,corolla_diameter_min_mm,corolla_diameter_max_mm,corolla_length_mean_mm,corolla_length_min_mm,corolla_length_max_mm,tube_length_mm,life_form,lifespan,plant_height_min_m,plant_height_max_m,plant_height_mean_m,references,reference_journal,doi,doi,doi,doi,doi,type_of_proxy_seed _or_fruit,open_pollination_percentage,open_pollination_n,hand_poll_outcrossing_percentage,hand_poll_outcrossing_percentage_n,hand_poll_self_percentage,hand_poll_self_n,spontaneus_selfing_percentage,spontaneus_selfing_n,geitonogamy_percentage,geitonogamy_n,apomixis_percentage,apomixis_n,intramorph_percentage,intramorph_n,stamen_length_mm,stamen_length_min_mm,stamen_length_max_mm,style_length_mm,style_length_min_mm,style_length_max_mm,ovary_length_mm,ovary_min_mm,ovary_max_mm,stigma_length_mm,stigma_min_mm,stigma_max_mm,pistil_length_mm,pistil_min_mm,pistil_max_mm,inflorescence_form,inflorescence_arrangement,inflorescence_length_mm,inflorescence_width_mm,inflorescence_comment,pollen_anther_mean,pollen_anther_sd,pollen_anther_n,pollen_flower_mean,pollen_flower_sd,pollen_flower_n,pollen_ovule_ratio,ovules_mean,ovules_sd,ovules_n,stamen_mean,anthers_exerted_yes_or_no,anthers_exerted_mm,pistil_mean,stigma_mean,stigma_exerted_yes_or_no,stigma_exerted_mm,flowers_inflorescences_min,flowers_inflorescences_max,flowers_inflorescences_mean,inflorescences_plant_min,inflorescences_plant_max,inflorescences_plant_mean,flower_plant_min,flower_plant_max,flower_plant_mean,flower_lifespan_days,flowering_time_days,nectar_yes_or_no,nectar_ul_day_mean,nectar_ul_day_sd,nectar_ul_day_n,total_nectar_ul_mean,total_nectar_ul_sd,total_nectar_ul_n,sugar_nectar_mg_mean,sugar_nectar_mg_sd,sugar_nectar_mg_n,sugar_concentration_mean,sugar_concentration_sd,sugar_concentration_n,fruit_type,fruit_colour,fruit_length_mm,fruit_width_mm,pollen_polar_length_um_mean,pollen_polar_length_um_min,pollen_polar_length_um_max,pollen_equatorial_length_mean_um ,pollen_equatorial_length_min_um,pollen_equatorial_length_max_um,pollen_polar_equatorial,mean_pollen_tube_growth_um_min,chromosome number,ploidy,location,country,references,reference_journal,doi,doi,doi,doi,doi,
Malpighiales,Berberidaceae,Podophyllum,Podophyllum peltatum,NA,Podophyllum peltatum,bisexual,hermaphrodite,,self_incompatible,NA,flower,yes,rhizomes,,white,bowl,bowl,actinomorphic,40,30,50,42.5,30,55,bowl,herb,perennial,0.02,0.2,0.11,"xiong, fang, & huang 2013; NA; NA",journal: aobplants; online: efloras.org; online: https://gobotany.newenglandwild.org,https://doi.org/10.1093/aobpla/plt037,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranunculales,Malvaceae,Hibiscus,Hibiscus militaris,NA,Hibiscus militaris,bisexual,hermaphrodite,,self_compatible,NA,flower,NA,NA,,white,bowl,bowl,actinomorphic,70,60,80,35,NA,NA,NA,herb,perennial,1,2,1.5,klips & snow 1997; yatskievych 2000,journal: american journal of botany; book: field guide to indiana wildflowers,10.2307/2445882,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malvales,Santalaceae,Comandra,Comandra umbellata,NA,Comandra umbellata,bisexual,hermaphrodite,,self_compatible,NA,flower,yes,rhizomes,,white pinkish,tube,tube,actinomorphic,5,3,7,5,NA,NA,1.5,herb,perennial,0.07,0.5,0.285,NA; montgomery 2007; NA,online: http://swbiodiversity.org; thesis: patterns and consequences of competition for pollination between introduced and native species with different floral traits; online: http://echinaceaproject.org,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santalales,Rosaceae,Rubus,Rubus corchorifolius,NA,Rubus villosus,bisexual,hermaphrodite,,NA,NA,flower,NA,NA,,white,bowl,bowl,actinomorphic,22.5,15,30,10,NA,NA,NA,shrub,perennial,1,3,2,NA,online: efloras.org,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosales,Poaceae,Panicum,Panicum virgatum,NA,Panicum virgatum,bisexual,hermaphrodite,,self_incompatible,NA,flower,yes,shoots and rhizomes,,green,bowl,bowl,zygomorphic,1.85,1.2,2.5,5.25,2.5,8,NA,herb,perennial,NA,2.5,1.25,martinez-reyna & vogel 2002; NA,"journal: crop breeding, genetics & cytology; online: https://www3.northern.edu",10.2135/cropsci2002.1800,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poales,Polemoniaceae,Phlox,Phlox pilosa,NA,Phlox pilosa,bisexual,hermaphrodite,,self_incompatible,NA,flower,yes,rhizomes,,pink,tube,tube,actinomorphic,15.5,12,19,11,NA,NA,9,herb,perennial,NA,0.6,0.3,hendrix & kyhl 2000; NA,journal: conservation biology; online: http://www.missouriplants.com,https://doi.org/10.1046/j.1523-1739.2000.98253.x ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Ranunculaceae,Myosurus,Myosurus minimus,NA,Myosurus minimus,bisexual,hermaphrodite,,self_compatible,NA,flower,NA,NA,,whitish,bowl,bowl,actinomorphic,6.5,5,8,1,NA,NA,NA,herb,annual,0.03,0.12,0.075,NA; snell & aarssen,online: http://www.luontoportti.com; journal: bmc ecology,NA,10.1186/1472-6785-5-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranunculales,Asteraceae,Arnoglossum,Arnoglossum plantagineum,NA,Cacalia tuberosa,bisexual,hermaphrodite,,NA,NA,capitulum,NA,NA,,white,tube,tube,actinomorphic,15,NA,NA,10,NA,NA,NA,herb,perennial,NA,1.6,0.8,NA,online: http://www.missouriplants.com,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Arnoglossum,Arnoglossum plantagineum,NA,Cacalia tuberosa,bisexual,hermaphrodite,,NA,NA,disc_floret,NA,NA,,white,tube,tube,actinomorphic,3.5,NA,NA,9.5,8,11,9.5,herb,perennial,NA,1.6,0.8,NA,online: http://www.missouriplants.com,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Violaceae,Viola,Viola obliqua,NA,Viola cucullata,bisexual,cleistogamous & chasmogamous,,self_compatible,NA,flower,NA,NA,,purple,tube,tube,zygomorphic,22.5,15,40,17.5,13,22,5,herb,perennial,0.07,0.2,0.135,NA; NA,online: http://swbiodiversity.org; online: https://www.illinoiswildflowers.info,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Asteraceae,Eupatorium,Eupatorium perfoliatum,NA,Eupatorium perfoliatum,bisexual,hermaphrodite,,self_incompatible,NA,capitulum,yes,NA,,white,bowl,bowl,actinomorphic,12,NA,NA,5,NA,NA,NA,herb,annual,0.4,1,0.7,NA; byers 1995; NA,online: efloras.org; american journal of botany; online: https://www.friendsofthewildflowergarden.org,NA,10.2307/2446229,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Eupatorium,Eupatorium perfoliatum,NA,Eupatorium perfoliatum,bisexual,hermaphrodite,,self_incompatible,NA,disc_floret,yes,NA,,white,tube,tube,actinomorphic,4,NA,NA,5,NA,NA,5,herb,annual,0.4,1,0.7,NA; byers 1995; NA,online: efloras.org; american journal of botany; online: https://www.friendsofthewildflowergarden.org,NA,10.2307/2446229,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Cirsium,Cirsium pumilum,NA,Cirsium pumilum,bisexual,hermaphrodite,,self_incompatible,NA,capitulum,yes,lateral shoots,,reddish to deep purple,bowl,bowl,actinomorphic,114,38,76,50,40,60,NA,herb,biennial,0.25,1,0.625,NA; NA,online: efloras.org; online: http://echinaceaproject.org,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Cirsium,Cirsium pumilum,NA,Cirsium pumilum,bisexual,hermaphrodite,,self_incompatible,NA,disc_floret,yes,lateral shoots,,reddish to deep purple,tube,tube,actinomorphic,,NA,NA,50,40,60,50,herb,biennial,0.25,1,0.625,NA; NA,online: efloras.org; online: http://echinaceaproject.org,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Conoclinium,Conoclinium coelestinum,NA,Eupatorium coelestinum,bisexual,hermaphrodite,,NA,NA,capitulum,yes,slender rhizomes and stolons,,purple,bowl,bowl,actinomorphic,50.5,25,76,7.9,6.3,9.5,NA,herb,perennial,NA,0.75,0.375,mohlenbrock 2017; NA; NA,"book: flowering plants: asteraceae, part 3; online: http://swbiodiversity.org; online: https://florafinder.org",NA,ISBN10: 0809336057,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Conoclinium,Conoclinium coelestinum,NA,Eupatorium coelestinum,bisexual,hermaphrodite,,NA,NA,disc_floret,yes,slender rhizomes and stolons,,purple,tube,tube,actinomorphic,1,NA,NA,7.9,6.3,9.5,7.9,herb,perennial,NA,0.75,0.375,mohlenbrock 2017; NA; NA,"book: flowering plants: asteraceae, part 3; online: http://swbiodiversity.org; online: https://florafinder.org",NA,ISBN10: 0809336057,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Apocynaceae,Asclepias,Asclepias verticillata,NA,Asclepias verticillata,bisexual,hermaphrodite,,self_incompatible,NA,flower,NA,NA,,white,bowl,bowl,actinomorphic,5.5,5,6,9,8,10,NA,herb,perennial,NA,0.6,0.3,NA; broyles & wyatt 1993; NA,online: https://www.illinoiswildflowers.info; journal: american journal of botany; online: http://www.missouriplants.com,NA,10.2307/2445118,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gentianales,Ranunculaceae,Aquilegia,Aquilegia canadensis,NA,Aquilegia canadensis,bisexual,hermaphrodite,,self_compatible,NA,flower,NA,NA,,yellow,bowl,bowl,actinomorphic,25,NA,NA,22,NA,NA,NA,herb,perennial,0.15,0.9,0.525,NA; NA; eckert & schaefer 1998; NA,online: efloras.org; online: https://gobotany.newenglandwild.org; journal: american journal of botany; online:http://www.missouriplants.com,NA,NA,10.2307/2446357,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranunculales,Asteraceae,Helianthus,Helianthus mollis,NA,Helianthus mollis,bisexual,hermaphrodite,,NA,NA,capitulum,yes,rhizomes,,yellow,bowl,bowl,actinomorphic,75,NA,NA,12.5,NA,NA,NA,herb,perennial,NA,1.2,0.6,"NA; thomassie, shadow & brakie 2012",online: https://www.fs.fed.us; usda-natural resources conservation service,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Helianthus,Helianthus mollis,NA,Helianthus mollis,bisexual,hermaphrodite,,NA,NA,disc_floret,yes,rhizomes,,yellow,tube,tube,actinomorphic,1,NA,NA,6,NA,NA,6,herb,perennial,NA,1.2,0.6,"NA; thomassie, shadow & brakie 2012",online: https://www.fs.fed.us; usda-natural resources conservation service,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Apiaceae,Thaspium,Thaspium trifoliatum,aureum,Thaspium aureum trifoliatum,bisexual,hermaphrodite,,partially_self_incompatible,NA,flower,NA,NA,,maroon,bowl,bowl,actinomorphic,2.5,2,3,,NA,NA,NA,herb,perennial,0.3,0.9,0.6,lindsey 1982; NA,journal: systematic botany; online: https://www.illinoiswildflowers.info,10.2307/2418648,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apiales,Asteraceae,Bidens,Bidens laevis,NA,Bidens laevis,bisexual,hermaphrodite,,self_compatible,NA,capitulum,NA,NA,,white,bowl,bowl,actinomorphic,40,NA,NA,10,NA,NA,NA,herb,perennial,NA,1,0.5,"richardson 1995; NA; grombone-guaratini, solferini & semir 2004",book: plants of the rio grande delta; online: http://ucjeps.berkeley.edu; online: https://gobotany.newenglandwild.org (picture); journal: plant physiology and biochemestry,ISBN: 0292785941,NA,http://dx.doi.org/10.1590/S0103-90162004000200010 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Bidens,Bidens laevis,NA,Bidens laevis,bisexual,hermaphrodite,,self_compatible,NA,disc_floret,NA,NA,,white,tube,tube,actinomorphic,1,NA,NA,5,4,6,5,herb,annual,NA,1,0.5,"richardson 1995; NA; grombone-guaratini, solferini & semir 2004",book: plants of the rio grande delta; online: http://ucjeps.berkeley.edu; online: https://gobotany.newenglandwild.org (picture); journal: plant physiology and biochemestry,ISBN: 0292785941,NA,http://dx.doi.org/10.1590/S0103-90162004000200010 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Ranunculaceae,Actaea,Actaea rubra,NA,Actea alba,bisexual,hermaphrodite,,self_compatible,NA,flower,NA,NA,,white,bowl,bowl,actinomorphic,5,NA,NA,1,NA,NA,NA,herb,perennial,0.4,0.8,0.6,NA; pellmyr 1985; NA; NA,online: https://calscape.org; journal: bulletin of the torrey botanical club; online: https://gobotany.newenglandwild.org; online: http://ucjeps.berkeley.edu,NA,10.2307/2996542,NA,NA,,,,,,,,,,,,,,,,,5.5,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranunculales,Gentianaceae,Sabatia,Sabatia angularis,NA,Sebatia angularis,bisexual,hermaphrodite,,self_compatible,NA,flower,NA,NA,,pink,bowl,bowl,actinomorphic,26,18,34,8.5,NA,NA,NA,herb,annual,0.2,0.8,0.5,spigler 2017; NA,journal: annals of botany; online: http://ngpherbaria.org,10.1093/aob/mcw195,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gentianales,Caprifoliaceae,Symphoricarpos,Symphoricarpos orbicularis,NA,Symphoricarpos orbicularis,bisexual,hermaphrodite,,NA,NA,flower,,,,pale pink,campanulate,campanulate,actinomorphic,2.5,NA,NA,4,NA,NA,NA,shrub,perennial,NA,2,1,rhoads & block 2000,book: the plants of pennsylvania: an illustrated manual,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipsacales,Liliaceae,Lilium,Lilium superbum,NA,Lilium superbum,bisexual,hermaphrodite,,self_incompatible,NA,flower,NA,NA,,yelowish orange,bowl,bowl,actinomorphic,68,36,100,50,NA,NA,NA,herb,perennial,NA,1.8,0.9,NA; NA; hill 2007,online: http://swbiodiversity.org; online: https://www.plantes-botanique.org; conservation assesment for the turks-cap lily,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liliales,Ranunculaceae,Anemonella,Anemonella thalictroides,NA,Anemonella thalictroides,bisexual,protogynous,,self_compatible,NA,flower,NA,NA,,white,bowl,bowl,actinomorphic,18.5,12,25,5,NA,NA,NA,herb,perennial,0.1,0.3,0.2,NA; lubbers & christensen 1986,online: https://www.illinoiswildflowers.info; journal: american journal of botany,NA,10.2307/2444172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranunculales,Hydrangeaceae,Philadelphus,Philadelphus grandiflorus,NA,Philadelphus grandiflorus,bisexual,hermaphrodite,,NA,NA,flower,NA,NA,,white,bowl,bowl,actinomorphic,45,35,55,15,NA,NA,NA,herb,perennial,2,4,3,NA; NA,online: efloras.org; online: https://gobotany.newenglandwild.org (picture),NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornales,Asteraceae,Helenium,Helenium autumnale,NA,Helenium autumnale,bisexual,hermaphrodite,,NA,self_incompatible,capitulum,NA,NA,,yellow,bowl,bowl,actinomorphic,14,8,20,14,NA,NA,NA,herb,perennial,0.5,1.3,0.9,NA; messmore & knox 1997,online: http://ucjeps.berkeley.edu; journal: the journal of the torrey botanical society,NA,10.2307/2997267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Helenium,Helenium autumnale,NA,Helenium autumnale,bisexual,hermaphrodite,,NA,self_incompatible,disc_floret,NA,NA,,yellow,tube,tube,actinomorphic,1,NA,NA,3.2,2.4,4,3.2,herb,perennial,0.5,1.3,0.9,NA; messmore & knox 1997,online: http://ucjeps.berkeley.edu; journal: the journal of the torrey botanical society,NA,10.2307/2997267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Bidens,Bidens frondosa,NA,Bidens frondosa,bisexual,hermaphrodite,,self_compatible,NA,capitulum,NA,NA,,yellow,bowl,bowl,actinomorphic,12,NA,NA,8,NA,NA,NA,herb,annual,0.5,1.5,1,"hong yan  et al., 2015; NA",journal: plant species biology; online: http://swbiodiversity.org,https://doi.org/10.1111/1442-1984.12092,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Bidens,Bidens frondosa,NA,Bidens frondosa,bisexual,hermaphrodite,,self_compatible,NA,disc_floret,NA,NA,,yellow,tube,tube,actinomorphic,1,NA,NA,3.25,2.5,4,3.25,herb,annual,0.5,1.5,1,"hong yan  et al., 2015; NA",journal: plant species biology; online: http://swbiodiversity.org,https://doi.org/10.1111/1442-1984.12092,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Senecio,Senecio aureus,NA,Senecio aureus,bisexual,hermaphrodite,,NA,self_incompatible,capitulum,yes,rhizomes and stolons,,yellow,bowl,bowl,actinomorphic,19,NA,NA,6,NA,NA,NA,herb,perennial,0.15,0.75,0.5,"NA; kowal, judziewicz & edwards 2011",online: https://www.friendsofthewildflowergarden.org; brittonia,NA,10.1007/s12228-010-9177-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Senecio,Senecio aureus,NA,Senecio aureus,bisexual,hermaphrodite,,NA,self_incompatible,disc_floret,yes,rhizomes and stolons,,yellow,tube,tube,actinomorphic,1,NA,NA,3.25,3,3.5,3.5,herb,perennial,0.15,0.75,0.5,"NA; kowal, judziewicz & edwards 2011",online: https://www.friendsofthewildflowergarden.org; brittonia,NA,10.1007/s12228-010-9177-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Eupatorium,Eupatorium altissimum,NA,Eupatorium altissimum,bisexual,hermaphrodite,,self_incompatible,NA,capitulum,no,NA,,white,bowl,bowl,actinomorphic,8,NA,NA,4,NA,NA,NA,herb,perennial,NA,1.5,0.75,"yahara et al., 1991; NA",journal: american journal of botany; online: http://www.missouriplants.com,NA,NA,,,,,,,,,,,,,,,,,,,,,,6,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Eupatorium,Eupatorium altissimum,NA,Eupatorium altissimum,bisexual,hermaphrodite,,self_incompatible,NA,disc_floret,no,NA,,white,tube,tube,actinomorphic,4,NA,NA,4,NA,NA,4,herb,perennial,NA,1.5,0.75,"yahara et al., 1991; NA",journal: american journal of botany; online: http://www.missouriplants.com,NA,NA,,,,,,,,,,,,,,,,,,,,,,6,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Hypericaceae,Hypericum,Hypericum punctatum,NA,Hypericum punctatum,bisexual,hermaphrodite,,NA,self_compatible,flower,NA,NA,,yellow,bowl,bowl,actinomorphic,13,10,16,1.5,NA,NA,NA,herb,perennial,NA,0.8,0.4,martonfi & martonfiova 2010,journal: medicinal and aromatic plant science and biotechnology ,NA,,,,,,,,,,,,,,,,,,,,,,,6,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Asteraceae,Coreopsis,Coreopsis tripteris,NA,Coreopsis tripteris,bisexual,hermaphrodite,,NA,self_incompatible,capitulum,NA,NA,,yellow and brown,bowl,bowl,actinomorphic,67.5,NA,NA,15,NA,NA,NA,herb,perennial,0.9,2.4,1.65,NA; smith 1976,"online: https://www.illinoiswildflowers.info; journal: SIDA, contributions to botany, vol. 6, no 3",NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Coreopsis,Coreopsis tripteris,NA,Coreopsis tripteris,bisexual,hermaphrodite,,NA,self_incompatible,disc_floret,NA,NA,,yellow and brown,tube,tube,actinomorphic,3,NA,NA,5.5,5,6,5.5,herb,perennial,0.9,2.4,1.65,NA; smith 1976,"online: https://www.illinoiswildflowers.info; journal: SIDA, contributions to botany, vol. 6, no 3",NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Arnoglossum,Arnoglossum atriplicifolium,NA,Cacalia atriplicifolia,bisexual,hermaphrodite,,NA,NA,capitulum,yes,rhizomes,,white,bowl,bowl,actinomorphic,9,8,10,24,NA,NA,NA,herb,perennial,1,2,1.5,NA,online: https://www.friendsofthewildflowergarden.org,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Arnoglossum,Arnoglossum atriplicifolium,NA,Cacalia atriplicifolia,bisexual,hermaphrodite,,NA,NA,disc_floret,yes,rhizomes,,white,tube,tube,actinomorphic,3,NA,NA,4.5,NA,NA,4.5,herb,perennial,1,2,1.5,NA,online: https://www.friendsofthewildflowergarden.org,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Verbenaceae,Verbena,Verbena hastata,NA,Verbena hastata,bisexual,hermaphrodite,,self_compatible,NA,flower,NA,NA,,purple,tube,tube,zygomorphic,4.5,NA,NA,4.4,NA,NA,4.1,herb,perennial,0.6,1.8,1.2,cruden 1990; NA; NA,journal: the journal of iowa academy of sciences; online: https://gobotany.newenglandwild.org; online: http://www.missouribotanicalgarden.org,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
